,Name,Record,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_inch,Stance,Debut,SLpM,StrAcc,SApM,StrDef,TD_Avg,TD_Acc,TD_Def,Sub_Avg
2081,Mike Santiago,Record: 19-12-0,19.0,12.0,0.0,177.80216207429083,145.0,69.0,Orthodox,1989.0,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1
2082,Frankie Perez,Record: 10-4-0,10.0,4.0,0.0,180.34219296106642,155.0,73.0,Orthodox,1989.0,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3
2083,Tony Bonello,Record: 16-3-1 (1 NC),16.0,3.0,1.0,187.96228562139316,185.0,,,,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0
2084,Rick Glenn,Record: 21-6-1,21.0,6.0,1.0,182.882223847842,145.0,70.0,Southpaw,1989.0,4.31,0.42,4.29,0.53,0.67,0.13,0.66,0.3
2085,Thomas Denny,Record: 27-21-1,27.0,21.0,1.0,177.80216207429083,170.0,,Orthodox,1971.0,2.36,0.45,4.69,0.4,1.48,0.17,0.42,1.5
2086,John Albert,Record: 6-5-0,6.0,5.0,0.0,172.72210030073967,135.0,68.0,Orthodox,1986.0,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1
2087,Tito Ortiz,Record: 19-12-1,19.0,12.0,1.0,190.50231650816875,205.0,74.0,Orthodox,1975.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6
2088,Gillian Robertson,Record: 9-6-0,9.0,6.0,0.0,165.10200764041292,125.0,63.0,Orthodox,1995.0,2.01,0.49,2.52,0.51,2.54,0.47,0.16,0.9
2089,Nicholas Sergiacomi,Record: 1-1-0,1.0,1.0,0.0,,170.0,,,,4.38,0.55,3.94,0.59,0.0,0.0,0.0,0.0
2090,Royston Wee,Record: 4-1-0,4.0,1.0,0.0,170.1820694139641,135.0,67.0,Orthodox,1986.0,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0
2091,Brendan O'Reilly,Record: 6-3-0 (1 NC),6.0,3.0,0.0,170.1820694139641,170.0,69.0,Orthodox,1987.0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
2092,Lucio Linhares,Record: 19-8-0,19.0,8.0,0.0,187.96228562139316,185.0,,Orthodox,1973.0,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9
2093,Na Liang,Record: 9-4-0,9.0,4.0,0.0,,115.0,,,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,Wes Albritton,Record: 0-1-0,0.0,1.0,0.0,177.80216207429083,188.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,Stefan Sekulic,Record: 12-3-0,12.0,3.0,0.0,182.882223847842,170.0,75.0,Southpaw,1992.0,1.47,0.37,2.4,0.57,1.0,0.2,0.33,0.0
2096,Bobby Escalante,Record: 5-6-0,5.0,6.0,0.0,,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,Anthony Macias,Record: 26-18-0,26.0,18.0,0.0,175.26213118751525,185.0,,Switch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,Kevin Roddy,Record: 15-16-1 (1 NC),15.0,16.0,1.0,180.34219296106642,145.0,,,,2.64,0.3,2.38,0.6,0.0,0.0,0.5,0.0
2099,Al Iaquinta,Record: 14-6-1,14.0,6.0,1.0,177.80216207429083,155.0,70.0,Orthodox,1987.0,4.06,0.4,4.44,0.61,0.64,0.18,0.74,0.2
2100,Koji Oishi,Record: 25-10-10,25.0,10.0,10.0,172.72210030073967,170.0,,Orthodox,1977.0,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0
2101,Daniel Jolly,Record: 5-3-0,5.0,3.0,0.0,185.42225473461758,205.0,75.0,Orthodox,1984.0,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0
2102,Yoshihiro Akiyama,Record: 14-6-0 (2 NC),14.0,6.0,0.0,177.80216207429083,170.0,75.0,Orthodox,1975.0,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0
2103,Shavkat Rakhmonov,Record: 13-0-0,13.0,0.0,0.0,185.42225473461758,170.0,77.0,Orthodox,1994.0,2.79,0.52,1.93,0.5,0.0,0.0,1.0,3.2
2104,Li Jingliang,Record: 18-6-0,18.0,6.0,0.0,182.882223847842,170.0,71.0,Orthodox,1988.0,4.52,0.42,3.65,0.59,1.28,0.39,0.59,0.0
2105,Megumi Fujii,Record: 26-3-0,26.0,3.0,0.0,160.02194586686176,113.0,,,1974.0,2.4,0.42,0.0,1.0,0.0,0.0,0.0,12.0
2106,Landon Quinones,Record: 5-1-1,5.0,1.0,1.0,175.26213118751525,155.0,,Southpaw,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,Takayuki Okada,Record: 3-3-2,3.0,3.0,2.0,185.42225473461758,290.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,Alexandre Ferreira,Record: 18-6-0,18.0,6.0,0.0,170.1820694139641,205.0,,Orthodox,1979.0,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0
2109,Tagir Ulanbekov,Record: 13-1-0,13.0,1.0,0.0,170.1820694139641,125.0,70.0,Southpaw,1991.0,3.07,0.37,3.13,0.58,5.0,0.45,0.5,0.0
2110,Lando Vannata,Record: 11-5-2,11.0,5.0,2.0,175.26213118751525,155.0,71.0,Orthodox,1992.0,4.58,0.44,5.1,0.54,1.13,0.37,0.58,0.4
2111,Eddy Ellis,Record: 21-16-1 (1 NC),21.0,16.0,1.0,175.26213118751525,170.0,,Orthodox,,3.4,0.69,1.53,0.68,4.0,0.66,0.5,2.0
2112,Ashley Yoder,Record: 8-7-0,8.0,7.0,0.0,170.1820694139641,115.0,69.0,Southpaw,1987.0,2.75,0.39,3.53,0.46,1.33,0.37,0.68,0.7
2113,Nick Ertl,Record: 8-6-0,8.0,6.0,0.0,175.26213118751525,155.0,,,,1.34,0.69,1.59,0.41,1.88,0.5,0.0,0.0
2114,Michael Lerma,Record: 0-1-0,0.0,1.0,0.0,,,,,,0.0,0.0,6.47,0.45,0.0,0.0,0.0,0.0
2115,Chi Lewis-Parry,Record: 7-0-1 (2 NC),7.0,0.0,1.0,205.74250182882224,243.0,,,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,Takashi Sato,Record: 16-4-0,16.0,4.0,0.0,177.80216207429083,170.0,73.0,Southpaw,1990.0,3.16,0.37,4.81,0.5,0.53,0.5,0.75,0.0
2117,Ryan Thomas,Record: 20-8-0,20.0,8.0,0.0,182.882223847842,170.0,,Orthodox,1984.0,2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2
2118,Mirsad Bektic,Record: 13-4-0,13.0,4.0,0.0,172.72210030073967,145.0,70.0,Orthodox,1991.0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
2119,Evangelista Santos,Record: 21-18-0,21.0,18.0,0.0,177.80216207429083,170.0,76.0,Orthodox,1977.0,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4
2120,Danny Castillo,Record: 17-10-0,17.0,10.0,0.0,175.26213118751525,155.0,71.0,Orthodox,1979.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
2121,Jimi Manuwa,Record: 17-6-0,17.0,6.0,0.0,185.42225473461758,205.0,79.0,Orthodox,1980.0,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4
2122,Chad W. Saunders,Record: 7-2-0,7.0,2.0,0.0,177.80216207429083,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,Jong Won Kim,Record: 0-1-0,0.0,1.0,0.0,170.1820694139641,139.0,,Orthodox,,0.84,0.15,3.28,0.63,2.81,1.0,0.0,0.0
2124,Chris Liguori,Record: 15-10-0,15.0,10.0,0.0,175.26213118751525,185.0,,Orthodox,,0.29,0.33,1.44,0.0,0.0,0.0,0.5,0.0
2125,Ricky Rainey,Record: 12-6-0,12.0,6.0,0.0,185.42225473461758,170.0,77.0,Switch,1983.0,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0
2126,Fabio Nascimento,Record: 11-6-0,11.0,6.0,0.0,177.80216207429083,185.0,,Orthodox,,2.94,0.38,4.63,0.55,0.0,0.0,0.55,0.8
2127,Rafael Natal,Record: 21-9-1,21.0,9.0,1.0,182.882223847842,185.0,77.0,Orthodox,1982.0,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
2128,Isi Fitikefu,Record: 6-0-0,6.0,0.0,0.0,177.80216207429083,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,Joseph Sandoval,Record: 7-7-0,7.0,7.0,0.0,170.1820694139641,135.0,,Southpaw,1986.0,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0
2130,Damion Douglas,Record: 4-1-0,4.0,1.0,0.0,,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,Amir Albazi,Record: 14-1-0,14.0,1.0,0.0,165.10200764041292,125.0,68.0,Orthodox,1993.0,4.06,0.4,3.15,0.58,2.28,0.75,0.66,0.8
2132,Anthony Do,Record: 4-2-0,4.0,2.0,0.0,162.56197675363734,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,Edwin Aguilar,Record: 26-19-0 (1 NC),26.0,19.0,0.0,177.80216207429083,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,Bibulatov Magomed,Record: 14-2-0,14.0,2.0,0.0,165.10200764041292,125.0,65.0,Orthodox,1988.0,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
2135,Scott McAfee,Record: 14-7-0,14.0,7.0,0.0,172.72210030073967,155.0,,Orthodox,1983.0,0.0,0.0,1.33,0.5,0.0,0.0,0.0,0.0
2136,Luiz Cane,Record: 17-7-0 (1 NC),17.0,7.0,0.0,187.96228562139316,185.0,77.0,Southpaw,1981.0,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3
2137,Lee Higgins,Record: 2-1-0,2.0,1.0,0.0,,155.0,,,1980.0,1.02,0.26,3.68,0.4,0.0,0.0,0.0,0.0
2138,Jordan Radev,Record: 23-5-0,23.0,5.0,0.0,170.1820694139641,185.0,,Southpaw,1976.0,1.35,0.23,2.38,0.66,0.0,0.0,0.8,0.0
2139,Mike Glenn,Record: 5-6-0,5.0,6.0,0.0,,205.0,,,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,Brennan Ward,Record: 14-5-0,14.0,5.0,0.0,177.80216207429083,170.0,71.0,,1988.0,7.2,0.6,2.76,0.52,0.0,0.0,1.0,3.6
2141,Stefan Leko,Record: 0-3-0,0.0,3.0,0.0,187.96228562139316,215.0,,Orthodox,1974.0,2.4,0.43,6.17,0.68,0.0,0.0,0.0,0.0
2142,Ryan Hayes,Record: 7-6-0,7.0,6.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,Dileno Lopes,Record: 19-3-0,19.0,3.0,0.0,165.10200764041292,135.0,,,1984.0,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5
2144,Claudio Mattos,Record: 5-4-0,5.0,4.0,0.0,,185.0,,Orthodox,,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0
2145,Mu Bae Choi,Record: 12-6-0,12.0,6.0,0.0,187.96228562139316,230.0,,Orthodox,1970.0,1.55,0.49,3.65,0.44,3.12,0.75,0.6,1.0
2146,Maycee Barber,Record: 8-2-0,8.0,2.0,0.0,165.10200764041292,125.0,65.0,Switch,1998.0,5.21,0.52,3.0,0.5,1.44,0.4,0.8,0.2
2147,John Devine,Record: 6-4-0,6.0,4.0,0.0,,,,,,1.52,0.18,2.28,0.57,0.0,0.0,0.0,0.0
2148,Jermaine Andre,Record: 14-4-0,14.0,4.0,0.0,170.1820694139641,200.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,Richie Santiago,Record: 7-2-0,7.0,2.0,0.0,170.1820694139641,135.0,67.0,Southpaw,1992.0,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0
2150,Cindy Dandois,Record: 8-3-0,8.0,3.0,0.0,170.1820694139641,135.0,,Orthodox,1984.0,3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0
2151,Andrey Koreshkov,Record: 19-2-0,19.0,2.0,0.0,182.882223847842,170.0,,,1990.0,2.84,0.39,1.92,0.63,4.8,0.53,0.0,0.0
2152,Mickey Gall,Record: 6-3-0,6.0,3.0,0.0,187.96228562139316,170.0,74.0,Switch,1992.0,2.55,0.46,3.65,0.42,1.15,0.26,0.4,2.1
2153,Rory MacDonald,Record: 19-4-0,19.0,4.0,0.0,182.882223847842,170.0,76.0,Orthodox,1989.0,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4
2154,Bharat Kandare,Record: 5-3-0,5.0,3.0,0.0,170.1820694139641,135.0,72.0,Orthodox,1987.0,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0
2155,Teddy Ash,Record: 14-5-0,14.0,5.0,0.0,185.42225473461758,185.0,73.0,Switch,1989.0,7.27,0.61,6.8,0.28,0.0,0.0,1.0,0.0
2156,Melsik Baghdasaryan,Record: 5-1-0,5.0,1.0,0.0,175.26213118751525,145.0,70.0,Southpaw,1992.0,6.8,0.64,3.8,0.53,0.0,0.0,0.75,0.0
2157,Kyle Levinton,Record: 0-3-0,0.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,Katlyn Chookagian,Record: 15-4-0,15.0,4.0,0.0,175.26213118751525,125.0,68.0,Orthodox,1988.0,4.22,0.34,4.23,0.63,0.27,0.15,0.51,0.5
2159,Oli Thompson,Record: 17-10-0,17.0,10.0,0.0,185.42225473461758,242.0,,Orthodox,1980.0,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5
2160,Chris Inman,Record: 1-0-0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,Antonio Carvalho,Record: 15-6-0,15.0,6.0,0.0,175.26213118751525,145.0,70.0,Orthodox,1979.0,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0
2162,Allan Goes,Record: 10-5-2,10.0,5.0,2.0,182.882223847842,205.0,,Orthodox,1971.0,0.64,0.52,1.35,0.41,1.75,0.4,0.0,2.6
2163,Jake Lindsey,Record: 12-7-0,12.0,7.0,0.0,180.34219296106642,155.0,,Switch,1986.0,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0
2164,Nikita Krylov,Record: 27-8-0,27.0,8.0,0.0,190.50231650816875,205.0,77.0,Orthodox,1992.0,4.33,0.56,2.52,0.43,1.34,0.33,0.55,1.3
2165,Yoshiaki Yatsu,Record: 0-2-0,0.0,2.0,0.0,185.42225473461758,165.0,,Orthodox,1956.0,0.0,0.0,5.57,0.48,0.0,0.0,0.0,0.0
2166,Shonie Carter,Record: 51-31-7 (1 NC),51.0,31.0,7.0,177.80216207429083,170.0,,Southpaw,1972.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0
2167,Aori Qileng,Record: 15-6-0,15.0,6.0,0.0,170.1820694139641,125.0,,,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,Tim Lajcik,Record: 7-6-1,7.0,6.0,1.0,185.42225473461758,225.0,,Orthodox,1965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,Josh Paiva,Record: 8-2-0,8.0,2.0,0.0,167.6420385271885,125.0,,,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,Scott Norton,Record: 7-1-0,7.0,1.0,0.0,177.80216207429083,170.0,,Orthodox,1973.0,0.67,0.3,0.34,0.6,2.52,0.25,0.0,0.0
2171,Andy Waters,Record: 1-2-0,1.0,2.0,0.0,182.882223847842,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,Te Edwards,Record: 6-3-0,6.0,3.0,0.0,172.72210030073967,155.0,72.0,Orthodox,1990.0,1.5,0.41,4.15,0.44,0.72,1.0,0.44,0.0
2173,Khomkrit Niimi,Record: 6-10-0,6.0,10.0,0.0,157.48191498008617,125.0,,,,0.0,0.0,5.73,0.44,0.0,0.0,0.0,0.0
2174,Ode Osbourne,Record: 9-3-0 (1 NC),9.0,3.0,0.0,170.1820694139641,145.0,73.0,Southpaw,1992.0,4.3,0.54,3.04,0.42,1.9,1.0,0.66,1.9
2175,Marcos Galvao,Record: 18-8-1,18.0,8.0,1.0,170.1820694139641,135.0,,Orthodox,1981.0,1.97,0.32,3.86,0.61,2.27,0.28,0.88,1.1
2176,Tecia Torres,Record: 12-5-0,12.0,5.0,0.0,154.9418840933106,115.0,60.0,Orthodox,1989.0,4.3,0.47,3.37,0.62,0.68,0.15,0.56,0.1
2177,Phil Johns,Record: 30-14-1,30.0,14.0,1.0,157.48191498008617,170.0,,Southpaw,1968.0,1.2,0.66,1.8,0.5,0.0,0.0,0.5,0.0
2178,Naoya Ogawa,Record: 7-2-0,7.0,2.0,0.0,193.04234739494433,255.0,,Orthodox,1968.0,2.41,0.42,1.66,0.47,1.25,1.0,0.66,1.2
2179,Dustin Poirier,Record: 27-6-0 (1 NC),27.0,6.0,0.0,175.26213118751525,155.0,72.0,Southpaw,1989.0,5.59,0.5,4.17,0.54,1.47,0.36,0.61,1.3
2180,Bec Rawlings,Record: 7-8-0,7.0,8.0,0.0,167.6420385271885,125.0,64.0,Orthodox,1989.0,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4
2181,Duda Santana,Record: 3-1-0,3.0,1.0,0.0,170.1820694139641,145.0,73.0,Orthodox,1996.0,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0
2182,Joey Beltran,Record: 17-14-0 (1 NC),17.0,14.0,0.0,185.42225473461758,185.0,75.0,Orthodox,1981.0,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0
2183,Jeremy Tavares,Record: 1-6-0,1.0,6.0,0.0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,Casey Olson,Record: 14-5-0,14.0,5.0,0.0,170.1820694139641,145.0,,Orthodox,,2.48,0.6,0.0,1.0,3.54,0.57,1.0,1.8
2185,Yuji Hisamatsu,Record: 16-22-6,16.0,22.0,6.0,177.80216207429083,185.0,,,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,Karl Roberson,Record: 9-3-0,9.0,3.0,0.0,185.42225473461758,185.0,74.0,Southpaw,1990.0,3.0,0.51,2.42,0.57,0.99,0.57,0.5,0.8
2187,Joao Paulo Faria,Record: 1-1-0,1.0,1.0,0.0,175.26213118751525,155.0,,,,6.69,0.64,2.09,0.85,1.25,0.5,0.0,1.2
2188,Sanae Kikuta,Record: 31-9-3 (1 NC),31.0,9.0,3.0,175.26213118751525,200.0,,Orthodox,1971.0,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8
2189,Pat Benson,Record: 3-5-3,3.0,5.0,3.0,175.26213118751525,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,Thomas Longacre,Record: 6-1-0,6.0,1.0,0.0,175.26213118751525,145.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,Scott Fiedler,Record: 0-1-0,0.0,1.0,0.0,193.04234739494433,235.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,Melchor Manibusan,Record: 2-4-0,2.0,4.0,0.0,165.10200764041292,154.0,,Southpaw,1976.0,1.58,0.54,5.79,0.15,0.0,0.0,0.0,0.0
2193,Daniel Teymur,Record: 7-4-0,7.0,4.0,0.0,165.10200764041292,145.0,69.0,Orthodox,1988.0,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3
2194,Justin Robbins,Record: 14-18-1,14.0,18.0,1.0,165.10200764041292,135.0,,,1980.0,0.67,0.37,3.2,0.47,0.0,0.0,0.0,0.0
2195,Shane Campbell,Record: 14-6-0,14.0,6.0,0.0,182.882223847842,155.0,71.0,Orthodox,1987.0,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0
2196,Jon Olav Einemo,Record: 6-3-0,6.0,3.0,0.0,198.1224091684955,253.0,,Orthodox,1975.0,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0.0
2197,Rob Emerson,Record: 18-12-0 (1 NC),18.0,12.0,0.0,175.26213118751525,155.0,70.0,Orthodox,1981.0,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4
2198,Brendan Loughnane,Record: 17-3-0,17.0,3.0,0.0,177.80216207429083,145.0,70.0,Switch,1989.0,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0
2199,Chuck Liddell,Record: 21-8-0,21.0,8.0,0.0,187.96228562139316,205.0,76.0,Orthodox,1969.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0
2200,Turrell Galloway,Record: 8-6-0,8.0,6.0,0.0,160.02194586686176,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,Conor Heun,Record: 9-5-0,9.0,5.0,0.0,177.80216207429083,155.0,,Orthodox,1979.0,2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3
2202,Ryan Diaz,Record: 13-14-0,13.0,14.0,0.0,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,Nathan Jones,Record: 0-1-0,0.0,1.0,0.0,210.8225636023734,345.0,,Orthodox,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,Danielle Taylor,Record: 9-4-0,9.0,4.0,0.0,152.401853206535,115.0,60.0,Orthodox,1989.0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
2205,Guilherme Vasconcelos,Record: 9-4-0,9.0,4.0,0.0,182.882223847842,185.0,,Orthodox,1986.0,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0
2206,Brad Kohler,Record: 12-15-0,12.0,15.0,0.0,175.26213118751525,220.0,,Orthodox,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,Semmy Schilt,Record: 26-14-1,26.0,14.0,1.0,208.28253271559782,265.0,,Orthodox,1973.0,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1
2208,Don Carlo-Clauss,Record: 10-7-0,10.0,7.0,0.0,,170.0,,,,1.44,0.3,7.68,0.43,0.0,0.0,0.66,0.0
2209,Daijiro Matsui,Record: 13-29-7,13.0,29.0,7.0,175.26213118751525,200.0,,Orthodox,1972.0,0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4
2210,Scott Holtzman,Record: 14-4-0,14.0,4.0,0.0,175.26213118751525,155.0,69.0,Orthodox,1983.0,4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2
2211,Tatsuya Iwasaki,Record: 0-1-0,0.0,1.0,0.0,175.26213118751525,205.0,,Orthodox,,0.79,1.0,8.68,0.38,0.0,0.0,0.0,0.0
2212,Reginaldo Vieira,Record: 13-5-0,13.0,5.0,0.0,170.1820694139641,135.0,65.0,Orthodox,1982.0,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8
2213,Alexander Yakovlev,Record: 24-10-1,24.0,10.0,1.0,190.50231650816875,155.0,74.0,Southpaw,1984.0,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1
2214,Heili Alateng,Record: 14-8-1,14.0,8.0,1.0,165.10200764041292,135.0,66.0,Orthodox,1991.0,2.87,0.32,5.82,0.57,2.33,0.35,1.0,0.0
2215,Poppies Martinez,Record: 29-11-0,29.0,11.0,0.0,175.26213118751525,145.0,,,1983.0,2.88,0.5,2.16,0.51,1.54,0.33,0.5,9.2
2216,Chase Gibson,Record: 9-5-0,9.0,5.0,0.0,177.80216207429083,155.0,72.0,Orthodox,1990.0,3.13,0.54,6.4,0.52,0.0,0.0,0.0,0.0
2217,Masanori Tonooka,Record: 1-2-0,1.0,2.0,0.0,172.72210030073967,185.0,,Orthodox,,0.16,0.05,1.09,0.36,0.0,0.0,0.0,0.0
2218,Zak Ottow,Record: 17-7-0,17.0,7.0,0.0,180.34219296106642,170.0,72.0,Orthodox,1986.0,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4
2219,Stefan Klever,Record: 6-1-0,6.0,1.0,0.0,,185.0,,Orthodox,,0.82,0.5,3.84,0.58,0.0,0.0,0.0,0.0
2220,Ion Cherdivara,Record: 1-1-0,1.0,1.0,0.0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,Jamie Yager,Record: 8-4-0,8.0,4.0,0.0,185.42225473461758,185.0,,Orthodox,1983.0,3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0
2222,Danny Roberts,Record: 17-5-0,17.0,5.0,0.0,185.42225473461758,170.0,74.0,Southpaw,1987.0,3.41,0.44,3.08,0.55,0.18,0.06,0.53,0.4
2223,Randa Markos,Record: 10-11-1,10.0,11.0,1.0,162.56197675363734,115.0,63.0,Orthodox,1985.0,2.85,0.41,3.2,0.59,1.23,0.28,0.57,0.2
2224,Codale Ford,Record: 11-9-0,11.0,9.0,0.0,175.26213118751525,170.0,,,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,Rocky Lee,Record: 3-2-0,3.0,2.0,0.0,175.26213118751525,145.0,,Orthodox,1987.0,2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0
2226,Stephanie Egger,Record: 5-2-0,5.0,2.0,0.0,167.6420385271885,135.0,68.0,Orthodox,1988.0,0.67,0.31,1.33,0.52,1.0,0.16,0.4,0.0
2227,Josh Bennett,Record: 11-14-0,11.0,14.0,0.0,193.04234739494433,259.0,,Orthodox,,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0
2228,Matt Serra,Record: 11-7-0,11.0,7.0,0.0,167.6420385271885,170.0,68.0,Orthodox,1974.0,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9
2229,Cristiano Marcello,Record: 13-6-0,13.0,6.0,0.0,175.26213118751525,155.0,72.0,Orthodox,1977.0,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9
2230,Akiyo Nishiura,Record: 13-8-1,13.0,8.0,1.0,172.72210030073967,139.0,,Southpaw,1983.0,1.59,0.57,1.26,0.57,0.0,0.0,0.52,0.3
2231,Cory Peterson,Record: 2-1-0,2.0,1.0,0.0,210.8225636023734,400.0,,Orthodox,,2.17,0.6,6.51,0.4,0.0,0.0,0.0,0.0
2232,Jason DeLucia,Record: 33-21-1,33.0,21.0,1.0,180.34219296106642,190.0,,Southpaw,1969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,Elaina Maxwell,Record: 7-4-0,7.0,4.0,0.0,172.72210030073967,145.0,,Orthodox,1978.0,2.07,0.6,2.4,0.53,0.0,0.0,0.5,1.0
2234,Dimitiri Wanderley,Record: 5-2-0,5.0,2.0,0.0,,205.0,,Orthodox,,0.92,0.25,4.31,0.3,1.16,0.2,0.0,0.0
2235,Joe Pardo,Record: 4-6-0,4.0,6.0,0.0,185.42225473461758,210.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,Justin Wren,Record: 13-2-0,13.0,2.0,0.0,187.96228562139316,265.0,,Orthodox,1987.0,3.43,0.35,2.07,0.64,0.0,0.0,1.0,0.0
2237,Jesse Juarez,Record: 23-12-0,23.0,12.0,0.0,185.42225473461758,170.0,,Orthodox,1981.0,1.71,0.48,2.87,0.52,2.69,0.33,0.5,0.0
