,Name,Record,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_inch,Stance,Debut,SLpM,StrAcc,SApM,StrDef,TD_Avg,TD_Acc,TD_Def,Sub_Avg
0,Maki Pitolo,Record: 13-8-0,13.0,8.0,0.0,177.80216207429083,185.0,75.0,Orthodox,1990.0,4.2,0.44,3.71,0.56,2.42,0.52,0.55,0.5
1,Marc-Andre Barriault,Record: 12-4-0 (1 NC),12.0,4.0,0.0,185.42225473461758,185.0,74.0,Orthodox,1990.0,5.36,0.48,4.79,0.55,0.43,0.25,0.72,0.0
2,Dan Lauzon,Record: 17-6-0,17.0,6.0,0.0,177.80216207429083,155.0,,Orthodox,1988.0,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7
3,Junior Dos Santos,Record: 21-9-0,21.0,9.0,0.0,193.04234739494433,238.0,77.0,Orthodox,1984.0,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1
4,Sanghoon Yoo,Record: 5-1-0,5.0,1.0,0.0,182.882223847842,155.0,74.0,Orthodox,1990.0,5.0,0.66,7.27,0.27,1.0,1.0,0.75,1.0
5,Nazareno Malegarie,Record: 28-4-0,28.0,4.0,0.0,172.72210030073967,155.0,,,1986.0,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0
6,Takeshi Yamazaki,Record: 15-12-3,15.0,12.0,3.0,172.72210030073967,139.0,,Southpaw,,0.57,0.25,1.57,0.47,4.5,0.5,1.0,1.0
7,Liz Carmouche,Record: 13-7-0,13.0,7.0,0.0,167.6420385271885,125.0,66.0,Orthodox,1984.0,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3
8,Luis Henrique,Record: 10-5-0 (1 NC),10.0,5.0,0.0,187.96228562139316,243.0,74.0,Orthodox,1993.0,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0
9,Joey Gambino,Record: 9-2-0,9.0,2.0,0.0,170.1820694139641,145.0,,Orthodox,1988.0,2.47,0.35,2.53,0.51,0.0,0.0,0.42,0.8
10,Tiago dos Santos e Silva,Record: 20-7-2 (1 NC),20.0,7.0,2.0,175.26213118751525,145.0,70.0,Orthodox,1987.0,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3
11,Reynaldo Trujillo,Record: 21-19-0,21.0,19.0,0.0,175.26213118751525,155.0,,,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Denys Bondar,Record: 12-1-0,12.0,1.0,0.0,167.6420385271885,125.0,,Orthodox,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Justin Jaynes,Record: 16-7-0,16.0,7.0,0.0,170.1820694139641,155.0,68.0,Orthodox,1989.0,3.58,0.42,6.49,0.58,0.0,0.0,0.33,0.6
14,Mike Davis,Record: 2-0-0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Robert McDaniel,Record: 28-10-0,28.0,10.0,0.0,190.50231650816875,185.0,75.0,Southpaw,1983.0,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4
16,Fabio Cherant,Record: 7-2-0,7.0,2.0,0.0,185.42225473461758,205.0,,Southpaw,1994.0,1.0,0.3,6.73,0.31,0.0,0.0,0.0,0.0
17,John Maguire,Record: 24-9-0,24.0,9.0,0.0,175.26213118751525,155.0,69.0,Southpaw,1983.0,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1
18,Ron Henderson,Record: 4-3-0,4.0,3.0,0.0,177.80216207429083,125.0,,,,2.53,0.25,3.6,0.48,1.0,0.2,0.0,0.0
19,Rafael Rebello,Record: 9-4-0,9.0,4.0,0.0,165.10200764041292,135.0,67.0,Orthodox,1980.0,2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5
20,Michel Quinones,Record: 8-3-0,8.0,3.0,0.0,177.80216207429083,155.0,73.0,Orthodox,1984.0,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0
21,Josh San Diego,Record: 8-3-0,8.0,3.0,0.0,177.80216207429083,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Marcelo Rojo,Record: 16-8-0,16.0,8.0,0.0,172.72210030073967,145.0,71.0,Orthodox,1988.0,5.1,0.36,7.3,0.51,1.03,0.5,1.0,0.0
23,Marques Daniels,Record: 5-5-0,5.0,5.0,0.0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Emmanuel Yarborough,Record: 1-2-0,1.0,2.0,0.0,203.20247094204666,770.0,,Open Stance,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Antonio Jones,Record: 6-1-0,6.0,1.0,0.0,180.34219296106642,185.0,,Orthodox,1985.0,7.5,0.55,30.0,0.42,0.0,0.0,0.0,0.0
26,Amanda Nunes,Record: 21-4-0,21.0,4.0,0.0,172.72210030073967,145.0,69.0,Orthodox,1988.0,4.5,0.51,2.45,0.57,2.5,0.53,0.84,0.9
27,Geza Kalman,Record: 4-9-0,4.0,9.0,0.0,185.42225473461758,200.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Liana Jojua,Record: 8-4-0,8.0,4.0,0.0,162.56197675363734,125.0,62.0,Orthodox,1995.0,2.53,0.39,4.86,0.48,1.49,0.66,0.5,2.2
29,Bruno Rodrigues,Record: 7-2-0,7.0,2.0,0.0,167.6420385271885,135.0,,,1991.0,2.01,0.34,3.42,0.4,0.0,0.0,0.25,0.0
30,Ariel Gandulla,Record: 7-9-0 (1 NC),7.0,9.0,0.0,180.34219296106642,205.0,,Orthodox,1968.0,1.95,0.23,2.07,0.72,1.88,0.66,0.0,0.0
31,Ed Herman,Record: 27-14-0 (1 NC),27.0,14.0,0.0,185.42225473461758,205.0,77.0,Orthodox,1980.0,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2
32,Kazuki Tokudome,Record: 18-7-1,18.0,7.0,1.0,180.34219296106642,155.0,73.0,Southpaw,1987.0,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0
33,Sirwan Kakai,Record: 12-5-0,12.0,5.0,0.0,165.10200764041292,135.0,,Orthodox,1989.0,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0
34,Ken Kaneko,Record: 0-3-0,0.0,3.0,0.0,182.882223847842,161.0,,Orthodox,,0.0,0.0,0.94,0.42,0.0,0.0,0.0,3.5
35,Jose Torres,Record: 8-1-0,8.0,1.0,0.0,162.56197675363734,125.0,65.0,Orthodox,1992.0,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0
36,Kotetsu Boku,Record: 25-11-2,25.0,11.0,2.0,175.26213118751525,154.0,,Orthodox,1977.0,2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0
37,Mackens Semerzier,Record: 8-4-0 (1 NC),8.0,4.0,0.0,175.26213118751525,145.0,72.0,Orthodox,1980.0,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1
38,Paul Kelly,Record: 14-5-0,14.0,5.0,0.0,175.26213118751525,155.0,70.0,Orthodox,1984.0,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5
39,Willie Gates,Record: 12-7-0,12.0,7.0,0.0,172.72210030073967,125.0,72.0,Orthodox,1987.0,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4
40,Juan Adams,Record: 5-3-0,5.0,3.0,0.0,195.5823782817199,265.0,80.0,Orthodox,1992.0,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0
41,Mike Easton,Record: 13-6-0,13.0,6.0,0.0,167.6420385271885,135.0,70.0,Southpaw,1984.0,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0
42,Jenel Lausa,Record: 7-5-0,7.0,5.0,0.0,165.10200764041292,125.0,68.0,Orthodox,1988.0,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8
43,Michihiro Omigawa,Record: 17-14-1,17.0,14.0,1.0,167.6420385271885,145.0,68.0,Orthodox,1975.0,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5
44,Tom Watson,Record: 17-9-0,17.0,9.0,0.0,185.42225473461758,185.0,73.0,Orthodox,1982.0,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0
45,Jose Johnson,Record: 11-6-0,11.0,6.0,0.0,182.882223847842,135.0,72.0,Orthodox,1995.0,1.0,0.46,1.87,0.51,0.0,0.0,0.29,0.0
46,Jason Jackson,Record: 7-2-0,7.0,2.0,0.0,185.42225473461758,170.0,78.0,Orthodox,1990.0,2.24,0.48,1.31,0.56,0.0,0.0,0.0,0.0
47,Chico Camus,Record: 17-7-0 (1 NC),17.0,7.0,0.0,167.6420385271885,125.0,66.0,Orthodox,1985.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
48,Tim Elliott,Record: 18-11-1,18.0,11.0,1.0,170.1820694139641,125.0,66.0,Southpaw,1986.0,3.35,0.45,2.49,0.59,4.01,0.49,0.58,1.1
49,Gigo Jara,Record: 6-9-0,6.0,9.0,0.0,175.26213118751525,145.0,,,,2.26,0.57,2.71,0.51,0.0,0.0,0.66,0.0
50,Hector Urbina,Record: 17-10-1,17.0,10.0,1.0,180.34219296106642,170.0,73.0,Orthodox,1987.0,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8
51,Rodrigo Damm,Record: 13-9-0,13.0,9.0,0.0,170.1820694139641,155.0,71.0,Orthodox,1980.0,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3
52,Benito Lopez,Record: 10-1-0,10.0,1.0,0.0,177.80216207429083,135.0,73.0,Switch,1994.0,4.49,0.44,4.8,0.58,0.0,0.0,0.78,0.3
53,Chance Farrar,Record: 8-3-0 (1 NC),8.0,3.0,0.0,175.26213118751525,145.0,,Southpaw,1975.0,0.81,0.22,2.21,0.67,3.02,1.0,0.0,0.0
54,Michael McDonald,Record: 1-1-0,1.0,1.0,0.0,180.34219296106642,205.0,,Orthodox,1965.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0
55,Ron van Clief,Record: 0-1-0,0.0,1.0,0.0,177.80216207429083,190.0,,Orthodox,1943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Donald Sanchez,Record: 31-17-0,31.0,17.0,0.0,177.80216207429083,145.0,,,1984.0,0.58,0.5,1.16,0.55,0.0,0.0,0.5,0.0
57,Marcus LeVesseur,Record: 22-7-0,22.0,7.0,0.0,175.26213118751525,155.0,70.0,Southpaw,1982.0,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6
58,Clayton MacFarlane,Record: 4-1-0,4.0,1.0,0.0,,170.0,,,,1.33,0.52,1.82,0.55,1.05,0.33,0.37,0.0
59,Austen Lane,Record: 2-1-0,2.0,1.0,0.0,198.1224091684955,245.0,,Orthodox,1987.0,5.26,0.35,6.32,0.6,0.0,0.0,0.0,0.0
60,David Baron,Record: 17-4-1,17.0,4.0,1.0,167.6420385271885,155.0,,Switch,1973.0,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7
61,Fabiano Scherner,Record: 11-10-0 (3 NC),11.0,10.0,0.0,190.50231650816875,257.0,,Orthodox,1972.0,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0
62,Mairbek Taisumov,Record: 27-6-0,27.0,6.0,0.0,175.26213118751525,155.0,73.0,Orthodox,1988.0,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0
63,Keith Berish,Record: 5-1-0 (1 NC),5.0,1.0,0.0,182.882223847842,205.0,,Orthodox,1985.0,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0
64,Shane Nelson,Record: 16-7-0,16.0,7.0,0.0,175.26213118751525,155.0,70.0,Southpaw,1984.0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
65,Victor Jones,Record: 1-3-0,1.0,3.0,0.0,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Joey Armstrong,Record: 5-2-0,5.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,John Halverson,Record: 16-8-0 (1 NC),16.0,8.0,0.0,175.26213118751525,155.0,,Southpaw,1972.0,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0
68,Josh Barnett,Record: 35-8-0,35.0,8.0,0.0,190.50231650816875,250.0,78.0,Orthodox,1977.0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4
69,Ron Fields,Record: 28-32-1,28.0,32.0,1.0,187.96228562139316,200.0,,Orthodox,1974.0,0.33,0.33,2.64,0.11,0.0,0.0,0.0,0.0
70,Kevin Knabjian,Record: 12-7-1,12.0,7.0,1.0,177.80216207429083,170.0,,Orthodox,1984.0,0.0,0.0,15.56,0.22,0.0,0.0,1.0,0.0
71,Marcin Held,Record: 23-7-0,23.0,7.0,0.0,175.26213118751525,155.0,71.0,Orthodox,1992.0,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3
72,Sterling Ford,Record: 15-7-0,15.0,7.0,0.0,177.80216207429083,155.0,,,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Jared Papazian,Record: 20-13-0 (1 NC),20.0,13.0,0.0,172.72210030073967,135.0,67.0,Southpaw,1988.0,3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0
74,Aaron Ely,Record: 5-2-0,5.0,2.0,0.0,172.72210030073967,135.0,,,1989.0,0.82,0.15,0.66,0.69,2.47,1.0,0.5,4.9
75,Albert Cheng,Record: 7-4-0,7.0,4.0,0.0,180.34219296106642,170.0,,Orthodox,1985.0,1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0
76,Amir Sadollah,Record: 6-5-0,6.0,5.0,0.0,177.80216207429083,170.0,75.0,Orthodox,1980.0,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3
77,Carmelo Marrero,Record: 16-6-0 (1 NC),16.0,6.0,0.0,182.882223847842,205.0,73.0,Orthodox,1981.0,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
78,Dominick Reyes,Record: 12-2-0,12.0,2.0,0.0,193.04234739494433,205.0,77.0,Southpaw,1989.0,4.53,0.48,3.16,0.49,0.2,0.16,0.82,0.2
79,Hong Man Choi,Record: 4-5-0,4.0,5.0,0.0,218.44265626270018,330.0,,Orthodox,1980.0,1.32,0.26,1.46,0.36,0.71,1.0,0.84,0.0
80,Deividas Taurosevicius,Record: 17-5-0,17.0,5.0,0.0,175.26213118751525,145.0,68.0,Southpaw,1977.0,2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3
81,Gina Mazany,Record: 7-4-0,7.0,4.0,0.0,167.6420385271885,125.0,68.0,Southpaw,1988.0,3.45,0.47,3.07,0.51,4.41,0.63,0.33,0.3
82,Sean Lally,Record: 7-3-0,7.0,3.0,0.0,182.882223847842,170.0,,Orthodox,1990.0,5.34,0.39,7.23,0.3,0.0,0.0,0.0,0.0
83,Giacomo Lemos,Record: 6-0-0,6.0,0.0,0.0,190.50231650816875,247.0,75.0,Orthodox,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Kengo Watanabe,Record: 8-13-3 (1 NC),8.0,13.0,3.0,193.04234739494433,220.0,,Orthodox,1976.0,0.6,0.4,3.4,0.35,1.0,1.0,0.37,0.0
85,Marcelo Aguiar,Record: 2-3-1,2.0,3.0,1.0,177.80216207429083,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Roger Hollett,Record: 13-5-0,13.0,5.0,0.0,180.34219296106642,205.0,,Orthodox,1978.0,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0
87,Mike Pierce,Record: 17-7-0,17.0,7.0,0.0,172.72210030073967,170.0,71.0,Orthodox,1980.0,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2
88,Deshaun Johnson,Record: 6-9-0,6.0,9.0,0.0,,167.0,,,,2.27,0.41,6.67,0.43,0.0,0.0,0.0,0.0
89,Zabit Magomedsharipov,Record: 18-1-0,18.0,1.0,0.0,185.42225473461758,145.0,73.0,Orthodox,1991.0,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8
90,Luis Ramos,Record: 20-10-2,20.0,10.0,2.0,172.72210030073967,170.0,,Orthodox,1981.0,2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0
91,Gabriel Checco,Record: 10-2-0,10.0,2.0,0.0,185.42225473461758,185.0,,Switch,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Aaron Phillips,Record: 12-4-0,12.0,4.0,0.0,175.26213118751525,135.0,71.0,Southpaw,1989.0,1.65,0.56,3.44,0.39,0.0,0.0,0.44,0.4
93,Jason Young,Record: 9-6-0,9.0,6.0,0.0,175.26213118751525,145.0,73.0,Orthodox,1986.0,2.97,0.37,3.2,0.5,1.98,0.66,0.55,0.0
94,Jake O'Brien,Record: 15-4-0,15.0,4.0,0.0,190.50231650816875,205.0,76.0,Orthodox,1984.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
95,Bo Cantrell,Record: 10-10-0,10.0,10.0,0.0,187.96228562139316,235.0,,Orthodox,1969.0,3.16,0.16,12.63,0.0,0.0,0.0,0.0,0.0
96,Nick Gibbons,Record: 2-1-0,2.0,1.0,0.0,177.80216207429083,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Hannah Cifers,Record: 10-7-0,10.0,7.0,0.0,154.9418840933106,115.0,62.0,Orthodox,1992.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3
98,Kyle Dietz,Record: 5-2-0,5.0,2.0,0.0,172.72210030073967,135.0,,Orthodox,1986.0,1.82,0.45,2.08,0.62,0.0,0.0,0.0,0.0
99,Sabah Homasi,Record: 11-8-0,11.0,8.0,0.0,182.882223847842,170.0,72.0,Orthodox,1988.0,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0
100,Chris Yee,Record: 4-6-0,4.0,6.0,0.0,175.26213118751525,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Kyle Watson,Record: 13-8-1,13.0,8.0,1.0,182.882223847842,155.0,,Southpaw,1979.0,3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0
102,Noad Lahat,Record: 11-2-0,11.0,2.0,0.0,175.26213118751525,145.0,69.0,Orthodox,1984.0,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4
103,Katsunori Kikuno,Record: 24-8-2,24.0,8.0,2.0,172.72210030073967,145.0,66.0,Orthodox,1981.0,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8
104,Hermes Franca,Record: 24-17-0 (1 NC),24.0,17.0,0.0,167.6420385271885,155.0,71.0,Orthodox,1974.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4
105,Hirotaka Yokoi,Record: 11-5-0,11.0,5.0,0.0,180.34219296106642,205.0,,Orthodox,1978.0,1.52,0.33,3.42,0.38,1.87,0.41,0.66,0.4
106,Vitor Ribeiro,Record: 20-5-0,20.0,5.0,0.0,172.72210030073967,154.0,,Orthodox,1979.0,1.0,0.28,1.95,0.48,1.58,0.26,1.0,1.2
107,Jordan Espinosa,Record: 15-9-0 (1 NC),15.0,9.0,0.0,167.6420385271885,125.0,69.0,Orthodox,1989.0,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2
108,Motonobu Tezuka,Record: 28-12-7,28.0,12.0,7.0,170.1820694139641,135.0,,Southpaw,1987.0,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5
109,Jin Oh Kim,Record: 0-4-0,0.0,4.0,0.0,175.26213118751525,205.0,,Orthodox,,5.06,0.25,8.43,0.5,0.0,0.0,0.66,0.0
110,Lyle Beerbohm,Record: 24-3-0,24.0,3.0,0.0,177.80216207429083,155.0,,Southpaw,1979.0,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3
111,Kyle Noke,Record: 22-10-1,22.0,10.0,1.0,185.42225473461758,170.0,76.0,Southpaw,1980.0,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
112,Miles Johns,Record: 11-1-0,11.0,1.0,0.0,170.1820694139641,135.0,66.0,Orthodox,1994.0,3.33,0.48,2.42,0.68,1.21,0.3,0.87,0.0
113,David Blanco,Record: 2-0-0,2.0,0.0,0.0,170.1820694139641,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Jorge Oliveira,Record: 5-3-1 (1 NC),5.0,3.0,1.0,185.42225473461758,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Roy Jones,Record: 7-5-0,7.0,5.0,0.0,,205.0,,,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Guto Inocente,Record: 7-4-0,7.0,4.0,0.0,190.50231650816875,205.0,,Orthodox,1986.0,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7
117,Luis Saldana,Record: 14-6-0,14.0,6.0,0.0,180.34219296106642,145.0,73.0,Orthodox,1991.0,7.17,0.59,1.21,0.78,0.0,0.0,0.0,0.0
118,Marcos Mariano,Record: 6-6-0,6.0,6.0,0.0,185.42225473461758,155.0,76.0,Switch,1986.0,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0
119,Adam Antolin,Record: 12-3-0,12.0,3.0,0.0,165.10200764041292,125.0,63.0,Orthodox,1982.0,5.73,0.52,5.0,0.69,0.0,0.0,1.0,0.0
120,Daniel Gracie,Record: 5-4-1,5.0,4.0,1.0,187.96228562139316,225.0,,Orthodox,,1.9,0.38,1.33,0.59,0.36,1.0,0.8,2.1
121,Doug Marshall,Record: 18-8-0,18.0,8.0,0.0,177.80216207429083,205.0,,Orthodox,1975.0,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4
122,Justin Governale,Record: 5-5-0,5.0,5.0,0.0,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Jack Hermansson,Record: 21-6-0,21.0,6.0,0.0,185.42225473461758,185.0,77.0,Orthodox,1988.0,5.03,0.44,3.46,0.54,1.96,0.34,0.75,0.7
124,David Marshall,Record: 8-4-0,8.0,4.0,0.0,187.96228562139316,170.0,,,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Hernani Perpetuo,Record: 18-5-0 (1 NC),18.0,5.0,0.0,182.882223847842,170.0,,Orthodox,1985.0,2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5
126,Mikey Gonzalez,Record: 7-2-0,7.0,2.0,0.0,180.34219296106642,155.0,74.0,Orthodox,1985.0,0.91,0.16,14.55,0.11,0.0,0.0,0.0,0.0
127,Eddie Alvarez,Record: 29-6-0 (1 NC),29.0,6.0,0.0,175.26213118751525,155.0,69.0,Orthodox,1984.0,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5
128,Pat Healy,Record: 34-23-0 (1 NC),34.0,23.0,0.0,182.882223847842,155.0,72.0,Orthodox,1983.0,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
129,Stephen Ledbetter,Record: 8-3-0,8.0,3.0,0.0,175.26213118751525,145.0,,Orthodox,1982.0,1.2,0.38,1.6,0.57,5.0,0.45,1.0,0.0
130,Nobuhiro Obiya,Record: 12-5-1,12.0,5.0,1.0,172.72210030073967,145.0,,Orthodox,1981.0,0.63,0.28,2.53,0.55,0.5,0.5,0.41,0.5
131,Amanda Ribas,Record: 10-2-0,10.0,2.0,0.0,160.02194586686176,125.0,66.0,Orthodox,1993.0,4.25,0.44,1.78,0.71,2.31,0.58,0.85,1.6
132,Jaimelene Nievera,Record: 7-4-0,7.0,4.0,0.0,165.10200764041292,125.0,,Orthodox,1984.0,1.67,0.53,8.73,0.33,1.79,0.16,0.0,0.0
133,Kyle Jensen,Record: 4-11-2,4.0,11.0,2.0,175.26213118751525,170.0,,Orthodox,1979.0,0.0,0.0,0.92,0.6,6.92,1.0,0.0,6.9
134,Gilbert Rael,Record: 1-3-0,1.0,3.0,0.0,172.72210030073967,155.0,,,,0.0,0.0,7.46,0.37,4.86,1.0,0.0,0.0
135,Noah Thomas,Record: 14-7-0,14.0,7.0,0.0,175.26213118751525,135.0,,Orthodox,1981.0,0.44,0.13,4.99,0.33,0.0,0.0,0.0,1.3
136,Alexander Trevino,Record: 7-7-0,7.0,7.0,0.0,,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Joe Camacho,Record: 13-19-3,13.0,19.0,3.0,175.26213118751525,155.0,,Orthodox,1972.0,0.31,0.17,5.0,0.42,0.0,0.0,0.0,0.0
138,Ray Borg,Record: 13-5-0,13.0,5.0,0.0,162.56197675363734,135.0,63.0,Orthodox,1993.0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0
139,Mitsuhiro Ishida,Record: 20-8-1,20.0,8.0,1.0,167.6420385271885,154.0,,Southpaw,1978.0,1.46,0.41,1.13,0.61,4.76,0.53,0.33,0.7
140,Josh Epps,Record: 6-7-0,6.0,7.0,0.0,,130.0,,,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,KB Bhullar,Record: 8-1-0,8.0,1.0,0.0,193.04234739494433,185.0,78.0,Switch,1991.0,1.18,0.13,10.0,0.37,0.0,0.0,0.0,0.0
142,Gerric Hayes,Record: 8-11-0,8.0,11.0,0.0,177.80216207429083,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Phil Harris,Record: 22-12-0 (2 NC),22.0,12.0,0.0,162.56197675363734,125.0,65.0,Orthodox,1983.0,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0
144,Kazuhiro Hamanaka,Record: 5-7-1,5.0,7.0,1.0,182.882223847842,185.0,,Southpaw,1978.0,1.7,0.37,0.91,0.6,0.0,0.0,0.5,0.0
145,Anthony Johnson,Record: 22-6-0,22.0,6.0,0.0,187.96228562139316,205.0,78.0,Orthodox,1984.0,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6
146,Hannah Goldy,Record: 5-1-0,5.0,1.0,0.0,162.56197675363734,125.0,61.0,Orthodox,1992.0,6.53,0.46,3.9,0.55,0.0,0.0,0.66,0.0
147,Katsuaki Furuki,Record: 1-1-0,1.0,1.0,0.0,182.882223847842,168.0,,,1980.0,0.27,0.1,2.67,0.39,0.0,0.0,0.0,3.0
148,Dave Jansen,Record: 20-4-0,20.0,4.0,0.0,175.26213118751525,155.0,73.0,Orthodox,1979.0,2.94,0.33,3.67,0.58,2.79,0.28,0.38,0.9
149,Alex Pereira,Record: 2-1-0,2.0,1.0,0.0,,185.0,,,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Ryan Janes,Record: 10-3-0,10.0,3.0,0.0,190.50231650816875,185.0,76.0,Orthodox,1981.0,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0
151,Thiago Alves,Record: 23-15-0,23.0,15.0,0.0,175.26213118751525,170.0,70.0,Orthodox,1983.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3
152,Stephen Regman,Record: 9-4-0,9.0,4.0,0.0,180.34219296106642,185.0,76.0,Orthodox,1991.0,1.41,0.6,4.93,0.23,3.52,1.0,0.0,0.0
153,Sean Daugherty,Record: 0-2-0,0.0,2.0,0.0,182.882223847842,175.0,,,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Nick Osipczak,Record: 6-3-0,6.0,3.0,0.0,187.96228562139316,170.0,76.0,Orthodox,1984.0,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0
155,Leo Kuntz,Record: 18-4-1,18.0,4.0,1.0,177.80216207429083,155.0,,Orthodox,1983.0,1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7
