,Fighter,Opponent,Result,Fighters_Win,Opponents_Win
1325,Demian Maia,Jon Fitch,win,1,0
1326,Demian Maia,Rick Story,win,1,0
1327,Demian Maia,Dong Hyun Kim,win,1,0
1328,Demian Maia,Chris Weidman,loss,0,1
1329,Demian Maia,Jorge Santiago,win,1,0
1330,Demian Maia,Mark Munoz,loss,0,1
1331,Demian Maia,Kendall Grove,win,1,0
1332,Demian Maia,Mario Miranda,win,1,0
1333,Demian Maia,Anderson Silva,loss,0,1
1334,Demian Maia,Dan Miller,win,1,0
1335,Demian Maia,Nate Marquardt,loss,0,1
1336,Demian Maia,Chael Sonnen,win,1,0
1337,Demian Maia,Nate Quarry,win,1,0
1338,Demian Maia,Jason MacDonald,win,1,0
1339,Demian Maia,Ed Herman,win,1,0
1340,Demian Maia,Ryan Jensen,win,1,0
1341,Michael Knaap,Alistair Overeem,loss,0,1
1342,Andre Ewell,Chris Gutierrez,loss,0,1
1343,Andre Ewell,Irwin Rivera,win,1,0
1344,Andre Ewell,Jonathan Martinez,win,1,0
1345,Andre Ewell,Marlon Vera,loss,0,1
1346,Andre Ewell,Anderson Dos Santos,win,1,0
1347,Andre Ewell,Nathaniel Wood,loss,0,1
1348,Andre Ewell,Renan Barao,win,1,0
1349,Dustin Hazelett,Mark Bocek,loss,0,1
1350,Dustin Hazelett,Rick Story,loss,0,1
1351,Dustin Hazelett,Paul Daley,loss,0,1
1352,Dustin Hazelett,Tamdan McCrory,win,1,0
1353,Dustin Hazelett,Joshua Burkman,win,1,0
1354,Dustin Hazelett,Josh Koscheck,loss,0,1
1355,Dustin Hazelett,Jonathan Goulet,win,1,0
1356,Dustin Hazelett,Stevie Lynch,win,1,0
1357,Dustin Hazelett,Diego Saraiva,win,1,0
1358,Dustin Hazelett,Tony DeSouza,loss,0,1
1359,Tim Catalfo,Tom Erikson,loss,0,1
1360,Tsuyoshi Tamakairiki,Akira Shoji,loss,0,1
1361,Yuri Villefort,Sean Spencer,loss,0,1
1362,Yuri Villefort,Nah-Shon Burrell,loss,0,1
1363,Yuri Villefort,Quinn Mulhern,loss,0,1
1364,Jessica Aguilar,Marina Rodriguez,loss,0,1
1365,Jessica Aguilar,Zhang Weili,loss,0,1
1366,Jessica Aguilar,Jodie Esquibel,win,1,0
1367,Jessica Aguilar,Cortney Casey,loss,0,1
1368,Jessica Aguilar,Claudia Gadelha,loss,0,1
1369,John Lineker,Cory Sandhagen,loss,0,1
1370,John Lineker,Brian Kelleher,win,1,0
1371,John Lineker,Marlon Vera,win,1,0
1372,John Lineker,TJ Dillashaw,loss,0,1
1373,John Lineker,John Dodson,win,1,0
1374,John Lineker,Michael McDonald,win,1,0
1375,John Lineker,Rob Font,win,1,0
1376,John Lineker,Francisco Rivera,win,1,0
1377,John Lineker,Ian McCall,win,1,0
1378,John Lineker,Alptekin Ozkilic,win,1,0
1379,John Lineker,Ali Bagautinov,loss,0,1
1380,John Lineker,Phil Harris,win,1,0
1381,John Lineker,Jose Maria,win,1,0
1382,John Lineker,Azamat Gashimov,win,1,0
1383,John Lineker,Yasuhiro Urushitani,win,1,0
1384,John Lineker,Louis Gaudinot,loss,0,1
1385,Boston Salmon,Randy Costa,loss,0,1
1386,Boston Salmon,Khalid Taha,loss,0,1
1387,Boston Salmon,Ricky Turcios,win,1,0
1388,Marcos Rogerio de Lima,Alexandr Romanov,loss,0,1
1389,Marcos Rogerio de Lima,Ben Sosoli,win,1,0
1390,Marcos Rogerio de Lima,Stefan Struve,loss,0,1
1391,Marcos Rogerio de Lima,Adam Wieczorek,win,1,0
1392,Marcos Rogerio de Lima,Ovince Saint Preux,loss,0,1
1393,Marcos Rogerio de Lima,Jeremy Kimball,win,1,0
1394,Marcos Rogerio de Lima,Gadzhimurad Antigulov,loss,0,1
1395,Marcos Rogerio de Lima,Clint Hester,win,1,0
1396,Marcos Rogerio de Lima,Nikita Krylov,loss,0,1
1397,Marcos Rogerio de Lima,Igor Pokrajac,win,1,0
1398,Marcos Rogerio de Lima,Richardson Moreira,win,1,0
1399,Marcos Rogerio de Lima,Mike Kyle,loss,0,1
1400,Yan Pellerin,Rich Franklin,loss,0,1
1401,Leonardo Santos,Grant Dawson,loss,0,1
1402,Leonardo Santos,Roman Bogatov,win,1,0
1403,Leonardo Santos,Stevie Ray,win,1,0
1404,Leonardo Santos,Adriano Martins,win,1,0
1405,Leonardo Santos,Kevin Lee,win,1,0
1406,Leonardo Santos,Anthony Rocco Martin,win,1,0
1407,Leonardo Santos,Efrain Escudero,win,1,0
1408,Leonardo Santos,Norman Parke,draw,1,1
1409,Leonardo Santos,William Macario,win,1,0
1410,Aliaskhab Khizriev,Henrique Shiguemoto,win,1,0
1411,Cory Hendricks,Josh Stansbury,loss,0,1
1412,Nasrat Haqparast,Rafa Garcia,win,1,0
1413,Nasrat Haqparast,Alexander Munoz,win,1,0
1414,Nasrat Haqparast,Drew Dober,loss,0,1
1415,Nasrat Haqparast,Joaquim Silva,win,1,0
1416,Nasrat Haqparast,Thibault Gouti,win,1,0
1417,Nasrat Haqparast,Marc Diakiese,win,1,0
1418,Nasrat Haqparast,Marcin Held,loss,0,1
1419,Iouri Kotchkine,Heath Herring,loss,0,1
1420,Alex Nicholson,Jack Hermansson,loss,0,1
1421,Alex Nicholson,Sam Alvey,loss,0,1
1422,Alex Nicholson,Devin Clark,win,1,0
1423,Alex Nicholson,Misha Cirkunov,loss,0,1
1424,Charlie Valencia,Ivan Menjivar,loss,0,1
1425,Charlie Valencia,Miguel Torres,loss,0,1
1426,Charlie Valencia,Akitoshi Tamura,win,1,0
1427,Charlie Valencia,Coty Wheeler,win,1,0
1428,Charlie Valencia,Seth Dikun,win,1,0
1429,Charlie Valencia,Dominick Cruz,loss,0,1
1430,Charlie Valencia,Yoshiro Maeda,loss,0,1
1431,Charlie Valencia,Ian McCall,win,1,0
1432,Charlie Valencia,Brian Bowles,loss,0,1
1433,Charlie Valencia,Antonio Banuelos,win,1,0
1434,David Velasquez,Jens Pulver,loss,0,1
1435,Paul Daley,Kazuo Misaki,loss,0,1
1436,Paul Daley,Tyron Woodley,loss,0,1
1437,Paul Daley,Nick Diaz,loss,0,1
1438,Paul Daley,Scott Smith,win,1,0
1439,Paul Daley,Josh Koscheck,loss,0,1
1440,Paul Daley,Dustin Hazelett,win,1,0
1441,Paul Daley,Martin Kampmann,win,1,0
1442,Paul Daley,Junior Barata,win,1,0
1443,Paul Daley,Aurelijus Kerpe,win,1,0
1444,Paul Daley,Jake Shields,loss,0,1
1445,Paul Daley,Sammy Morgan,win,1,0
1446,Paul Daley,Duane Ludwig,win,1,0
1447,Raphael Pessoa,Tanner Boser,loss,0,1
1448,Raphael Pessoa,Jeff Hughes,win,1,0
1449,Raphael Pessoa,Ciryl Gane,loss,0,1
1450,Chris Wade,Frankie Perez,win,1,0
1451,Chris Wade,Islam Makhachev,loss,0,1
1452,Chris Wade,Rustam Khabilov,loss,0,1
1453,Chris Wade,Mehdi Baghdad,win,1,0
1454,Chris Wade,Christos Giagos,win,1,0
1455,Chris Wade,Zhang Lipeng,win,1,0
1456,Chris Wade,Cain Carrizosa,win,1,0
1457,Christian Wellisch,Jake O'Brien,loss,0,1
1458,Christian Wellisch,Shane Carwin,loss,0,1
1459,Christian Wellisch,Scott Junk,win,1,0
1460,Christian Wellisch,Anthony Perosh,win,1,0
1461,Christian Wellisch,Cheick Kongo,loss,0,1
1462,Hugo Viana,Guido Cannetti,loss,0,1
1463,Hugo Viana,Aljamain Sterling,loss,0,1
1464,Hugo Viana,Ramiro Hernandez,win,1,0
1465,Hugo Viana,TJ Dillashaw,loss,0,1
1466,Hugo Viana,Reuben Duran,win,1,0
1467,Hugo Viana,John Teixeira,win,1,0
1468,Julian Marquez,Maki Pitolo,win,1,0
1469,Julian Marquez,Alessio Di Chirico,loss,0,1
1470,Julian Marquez,Darren Stewart,win,1,0
1471,Julian Marquez,Phil Hawes,win,1,0
1472,Maximo Blanco,Chas Skelly,loss,0,1
1473,Maximo Blanco,Luke Sanders,loss,0,1
1474,Maximo Blanco,Mike de la Torre,win,1,0
1475,Maximo Blanco,Dan Hooker,win,1,0
1476,Maximo Blanco,Andy Ogle,win,1,0
1477,Maximo Blanco,Felipe Arantes,loss,0,1
1478,Maximo Blanco,Akira Corassani,loss,0,1
1479,Maximo Blanco,Sam Sicilia,win,1,0
1480,Maximo Blanco,Marcus Brimage,loss,0,1
1481,Maximo Blanco,Pat Healy,loss,0,1
1482,Enrique Marin,Sage Northcutt,loss,0,1
1483,Enrique Marin,Erick Montano,loss,0,1
1484,Pete Sell,Matt Brown,loss,0,1
1485,Pete Sell,Joshua Burkman,win,1,0
1486,Pete Sell,Nate Quarry,loss,0,1
1487,Pete Sell,Thales Leites,loss,0,1
1488,Pete Sell,Scott Smith,loss,0,1
1489,Pete Sell,Nate Quarry,loss,0,1
1490,Pete Sell,Phil Baroni,win,1,0
1491,Ariane Carnelossi,Angela Hill,loss,0,1
1492,Yoshihiro Nakao,Edson Drago,win,1,0
1493,Yoshihiro Nakao,Kazuhiro Nakamura,loss,0,1
1494,Yoshihiro Nakao,Eun Soo Lee,win,1,0
1495,Brian Gassaway,John Alessio,loss,0,1
1496,Brian Gassaway,Diego Sanchez,loss,0,1
1497,Andre Pederneiras,Pat Miletich,loss,0,1
1498,Anna Elmose,Amanda Cooper,loss,0,1
1499,Anna Elmose,Germaine de Randamie,loss,0,1
1500,Pablo Alfonso,Marcos da Matta,win,1,0
1501,Lewis Gonzalez,Leandro Silva,loss,0,1
1502,Icho Larenas,Tom Murphy,loss,0,1
1503,Ashlee Evans-Smith,Norma Dumont,loss,0,1
1504,Ashlee Evans-Smith,Andrea Lee,loss,0,1
1505,Ashlee Evans-Smith,Bec Rawlings,win,1,0
1506,Ashlee Evans-Smith,Sarah Moras,loss,0,1
1507,Ashlee Evans-Smith,Ketlen Vieira,loss,0,1
1508,Ashlee Evans-Smith,Veronica Macedo,win,1,0
1509,Ashlee Evans-Smith,Marion Reneau,win,1,0
1510,Ashlee Evans-Smith,Raquel Pennington,loss,0,1
1511,Kiyoshi Tamura,Kazushi Sakuraba,win,1,0
1512,Kiyoshi Tamura,Masakatsu Funaki,win,1,0
1513,Kiyoshi Tamura,Ikuhisa Minowa,win,1,0
1514,Kiyoshi Tamura,Antonio Rodrigo Nogueira,loss,0,1
1515,Kiyoshi Tamura,Makoto Takimoto,win,1,0
1516,Kiyoshi Tamura,Aliev Makhmud,win,1,0
1517,Kiyoshi Tamura,Rony Sefo,win,1,0
1518,Kiyoshi Tamura,Hidehiko Yoshida,loss,0,1
1519,Kiyoshi Tamura,Nobuhiko Takada,win,1,0
1520,Kiyoshi Tamura,Bob Sapp,loss,0,1
1521,Kiyoshi Tamura,Wanderlei Silva,loss,0,1
1522,Bec Rawlings,Ashlee Evans-Smith,loss,0,1
1523,Bec Rawlings,Jessica-Rose Clark,loss,0,1
1524,Bec Rawlings,Tecia Torres,loss,0,1
1525,Bec Rawlings,Paige VanZant,loss,0,1
1526,Bec Rawlings,Seo Hee Ham,win,1,0
1527,Bec Rawlings,Lisa Ellis,win,1,0
1528,Bec Rawlings,Heather Clark,loss,0,1
1529,Jenel Lausa,Yuta Sasaki,loss,0,1
1530,Jenel Lausa,Eric Shelton,loss,0,1
1531,Jenel Lausa,Bibulatov Magomed,loss,0,1
1532,Jenel Lausa,Yao Zhikui,win,1,0
1533,Mychal Clark,Josh Bennett,win,1,0
1534,Manny Vazquez,Joby Sanchez,loss,0,1
1535,Sean McCorkle,Christian Morecraft,loss,0,1
1536,Sean McCorkle,Stefan Struve,loss,0,1
1537,Sean McCorkle,Mark Hunt,win,1,0
1538,Cole Escovedo,Alex Caceres,loss,0,1
1539,Cole Escovedo,Takeya Mizugaki,loss,0,1
1540,Cole Escovedo,Renan Barao,loss,0,1
1541,Cole Escovedo,Michihiro Omigawa,loss,0,1
1542,Cole Escovedo,Yoshiro Maeda,win,1,0
1543,Cole Escovedo,Maurice Eazel,win,1,0
1544,Cole Escovedo,Antonio Banuelos,loss,0,1
1545,Cole Escovedo,Urijah Faber,loss,0,1
1546,Tiki Ghosn,Luke Stewart,win,1,0
1547,Tiki Ghosn,Blas Avena,loss,0,1
1548,Tiki Ghosn,Dave Terrel,loss,0,1
1549,Tiki Ghosn,Pat Healy,loss,0,1
1550,Tiki Ghosn,Chris Lytle,loss,0,1
1551,Tiki Ghosn,Robbie Lawler,loss,0,1
1552,Tiki Ghosn,Kit Cope,win,1,0
1553,Tiki Ghosn,Paul Rodriguez,win,1,0
1554,Tiki Ghosn,Sean Sherk,loss,0,1
1555,Tiki Ghosn,Bob Cook,loss,0,1
1556,Leah Letson,Julija Stoliarenko,win,1,0
1557,Dan Christison,Frank Mir,loss,0,1
1558,Dan Christison,Brad Imes,win,1,0
1559,Francisco Trevino,Sage Northcutt,loss,0,1
1560,Francisco Trevino,Johnny Case,loss,0,1
1561,Francisco Trevino,Renee Forte,win,1,0
1562,Eryk Anders,Darren Stewart,nc,-1,-1
1563,Eryk Anders,Krzysztof Jotko,loss,0,1
1564,Eryk Anders,Gerald Meerschaert,win,1,0
1565,Eryk Anders,Vinicius Moreira,win,1,0
1566,Eryk Anders,Khalil Rountree Jr.,loss,0,1
1567,Eryk Anders,Elias Theodorou,loss,0,1
1568,Eryk Anders,Thiago Santos,loss,0,1
1569,Eryk Anders,Tim Williams,win,1,0
1570,Eryk Anders,Lyoto Machida,loss,0,1
1571,Eryk Anders,Markus Perez,win,1,0
1572,Eryk Anders,Rafael Natal,win,1,0
1573,Ross Ebanez,Tatsuya Kawajiri,loss,0,1
1574,Ben Earwood,Chris Lytle,win,1,0
1575,Chris Leben,Uriah Hall,loss,0,1
1576,Chris Leben,Andrew Craig,loss,0,1
1577,Chris Leben,Derek Brunson,loss,0,1
1578,Chris Leben,Mark Munoz,loss,0,1
1579,Chris Leben,Wanderlei Silva,win,1,0
1580,Chris Leben,Brian Stann,loss,0,1
1581,Chris Leben,Yoshihiro Akiyama,win,1,0
1582,Chris Leben,Aaron Simpson,win,1,0
1583,Chris Leben,Jay Silva,win,1,0
1584,Chris Leben,Jake Rosholt,loss,0,1
1585,Chris Leben,Michael Bisping,loss,0,1
1586,Chris Leben,Alessio Sakara,win,1,0
1587,Chris Leben,Terry Martin,win,1,0
1588,Chris Leben,Kalib Starnes,loss,0,1
1589,Chris Leben,Jason MacDonald,loss,0,1
1590,Chris Leben,Jorge Santiago,win,1,0
1591,Chris Leben,Anderson Silva,loss,0,1
1592,Chris Leben,Luigi Fioravanti,win,1,0
1593,Chris Leben,Jorge Rivera,win,1,0
1594,Chris Leben,Edwin DeWees,win,1,0
1595,Chris Leben,Patrick Cote,win,1,0
1596,Chris Leben,Jason Thacker,win,1,0
1597,Chris Leben,Joe Doerksen,loss,0,1
1598,Chris Leben,Mike Swick,win,1,0
1599,Chris Leben,Brian Sleeman,win,1,0
1600,Daniel Gracie,Wataru Sakata,win,1,0
1601,Daniel Gracie,Kazuhiro Nakamura,loss,0,1
1602,Daniel Gracie,Takashi Sugiura,win,1,0
1603,Matt Sayles,Bryce Mitchell,loss,0,1
1604,Matt Sayles,Kyle Nelson,win,1,0
1605,Matt Sayles,Sheymon Moraes,loss,0,1
1606,Matt Sayles,Yazan Hajeh,win,1,0
1607,Benson Henderson,Jorge Masvidal,win,1,0
1608,Benson Henderson,Brandon Thatch,win,1,0
1609,Benson Henderson,Donald Cerrone,loss,0,1
1610,Benson Henderson,Rafael Dos Anjos,loss,0,1
1611,Benson Henderson,Rustam Khabilov,win,1,0
1612,Benson Henderson,Josh Thomson,win,1,0
1613,Benson Henderson,Anthony Pettis,loss,0,1
1614,Benson Henderson,Gilbert Melendez,win,1,0
1615,Benson Henderson,Nate Diaz,win,1,0
1616,Benson Henderson,Frankie Edgar,win,1,0
1617,Benson Henderson,Frankie Edgar,win,1,0
1618,Benson Henderson,Clay Guida,win,1,0
1619,Benson Henderson,Jim Miller,win,1,0
1620,Benson Henderson,Mark Bocek,win,1,0
1621,Benson Henderson,Anthony Pettis,loss,0,1
1622,Benson Henderson,Donald Cerrone,win,1,0
1623,Benson Henderson,Jamie Varner,win,1,0
1624,Benson Henderson,Donald Cerrone,win,1,0
1625,Benson Henderson,Shane Roller,win,1,0
1626,Benson Henderson,Anthony Njokuani,win,1,0
1627,Gary Goodridge,Gegard Mousasi,loss,0,1
1628,Gary Goodridge,Alistair Overeem,loss,0,1
1629,Gary Goodridge,Paul Buentello,loss,0,1
1630,Gary Goodridge,Don Frye,win,1,0
1631,Gary Goodridge,Dan Bobish,win,1,0
1632,Gary Goodridge,Fedor Emelianenko,loss,0,1
1633,Gary Goodridge,Lloyd Van Dams,win,1,0
1634,Gary Goodridge,Achmed Labasanov,win,1,0
1635,Gary Goodridge,Yoshiaki Yatsu,win,1,0
1636,Gary Goodridge,Antonio Rodrigo Nogueira,loss,0,1
1637,Gary Goodridge,Valentijn Overeem,win,1,0
1638,Gary Goodridge,Yoshiaki Yatsu,win,1,0
1639,Gary Goodridge,Gilbert Yvel,loss,0,1
1640,Gary Goodridge,Ricco Rodriguez,loss,0,1
1641,Gary Goodridge,Igor Vovchanchyn,loss,0,1
1642,Gary Goodridge,Osamu Tachihikari,win,1,0
1643,Gary Goodridge,Tom Erikson,loss,0,1
1644,Gary Goodridge,Naoya Ogawa,loss,0,1
1645,Gary Goodridge,Andre Roberts,win,1,0
1646,Gary Goodridge,Igor Vovchanchyn,loss,0,1
1647,Gary Goodridge,Amir Rahnavardi,win,1,0
1648,Gary Goodridge,Marco Ruas,loss,0,1
1649,Gary Goodridge,Oleg Taktarov,win,1,0
1650,Gary Goodridge,Don Frye,loss,0,1
1651,Gary Goodridge,Mark Coleman,loss,0,1
1652,Gary Goodridge,John Campetella,win,1,0
1653,Gary Goodridge,Mark Schultz,loss,0,1
1654,Gary Goodridge,Don Frye,loss,0,1
1655,Gary Goodridge,Jerry Bohlander,win,1,0
1656,Gary Goodridge,Paul Herrera,win,1,0
1657,Jeremy Jackson,Pete Spratt,loss,0,1
1658,Jeremy Jackson,Nick Diaz,loss,0,1
1659,Jeremy Jackson,Joe Stevenson,loss,0,1
1660,Zach Light,Tyron Woodley,loss,0,1
1661,Zach Light,Pete Spratt,loss,0,1
1662,Aleksander Emelianenko,Fabricio Werdum,loss,0,1
1663,Aleksander Emelianenko,Sergei Kharitonov,win,1,0
1664,Aleksander Emelianenko,Josh Barnett,loss,0,1
1665,Aleksander Emelianenko,Pawel Nastula,win,1,0
1666,Aleksander Emelianenko,Ricardo Morais,win,1,0
1667,Aleksander Emelianenko,James Thompson,win,1,0
1668,Aleksander Emelianenko,Mirko Filipovic,loss,0,1
1669,Aleksander Emelianenko,Matt Foki,win,1,0
1670,Aleksander Emelianenko,Assuerio Silva,win,1,0
1671,Mackens Semerzier,Daniel Pineda,loss,0,1
1672,Mackens Semerzier,Robert Peralta,nc,-1,-1
1673,Mackens Semerzier,Alex Caceres,win,1,0
1674,Mackens Semerzier,Cub Swanson,loss,0,1
1675,Mackens Semerzier,Javier Vazquez,loss,0,1
1676,Mackens Semerzier,Deividas Taurosevicius,loss,0,1
1677,Mackens Semerzier,Wagnney Fabiano,win,1,0
1678,Alex Gorgees,Damir Ismagulov,loss,0,1
1679,Masutatsu Yano,Katsuhisa Fujii,loss,0,1
1680,Mark Weir,Denis Kang,loss,0,1
1681,Mark Weir,David Loiseau,loss,0,1
1682,Mark Weir,Phillip Miller,loss,0,1
1683,Mark Weir,Eugene Jackson,win,1,0
1684,Nassourdine Imavov,Phil Hawes,loss,0,1
1685,Nassourdine Imavov,Jordan Williams,win,1,0
1686,Juliana Lima,Randa Markos,loss,0,1
1687,Juliana Lima,Tecia Torres,loss,0,1
1688,Juliana Lima,JJ Aldrich,win,1,0
1689,Juliana Lima,Carla Esparza,loss,0,1
1690,Juliana Lima,Ericka Almeida,win,1,0
1691,Juliana Lima,Nina Nunes,win,1,0
1692,Juliana Lima,Joanna Jedrzejczyk,loss,0,1
1693,Kron Gracie,Cub Swanson,loss,0,1
1694,Kron Gracie,Alex Caceres,win,1,0
1695,Akiyo Nishiura,Caol Uno,loss,0,1
1696,Akiyo Nishiura,Mitsuhiro Ishida,loss,0,1
1697,Akiyo Nishiura,Hideo Tokoro,win,1,0
1698,Akiyo Nishiura,Abel Cullum,loss,0,1
1699,Zhalgas Zhumagulov,Amir Albazi,loss,0,1
1700,Zhalgas Zhumagulov,Raulian Paiva,loss,0,1
1701,Wallid Ismail,Alex Stiebling,loss,0,1
1702,Wallid Ismail,Shungo Oyama,win,1,0
1703,Wallid Ismail,Akira Shoji,loss,0,1
1704,Wallid Ismail,Yoshiki Takahashi,loss,0,1
1705,Nate Diaz,Jorge Masvidal,loss,0,1
1706,Nate Diaz,Anthony Pettis,win,1,0
1707,Nate Diaz,Conor McGregor,loss,0,1
1708,Nate Diaz,Conor McGregor,win,1,0
1709,Nate Diaz,Michael Johnson,win,1,0
1710,Nate Diaz,Rafael Dos Anjos,loss,0,1
1711,Nate Diaz,Gray Maynard,win,1,0
1712,Nate Diaz,Josh Thomson,loss,0,1
1713,Nate Diaz,Benson Henderson,loss,0,1
1714,Nate Diaz,Jim Miller,win,1,0
1715,Nate Diaz,Donald Cerrone,win,1,0
1716,Nate Diaz,Takanori Gomi,win,1,0
1717,Nate Diaz,Rory MacDonald,loss,0,1
1718,Nate Diaz,Dong Hyun Kim,loss,0,1
1719,Nate Diaz,Marcus Davis,win,1,0
1720,Nate Diaz,Rory Markham,win,1,0
1721,Nate Diaz,Gray Maynard,loss,0,1
1722,Nate Diaz,Melvin Guillard,win,1,0
1723,Nate Diaz,Joe Stevenson,loss,0,1
1724,Nate Diaz,Clay Guida,loss,0,1
1725,Nate Diaz,Josh Neer,win,1,0
1726,Nate Diaz,Kurt Pellegrino,win,1,0
1727,Nate Diaz,Alvin Robinson,win,1,0
1728,Nate Diaz,Junior Assuncao,win,1,0
1729,Nate Diaz,Manvel Gamburyan,win,1,0
1730,Nate Diaz,Hermes Franca,loss,0,1
1731,Nate Diaz,Joe Hurley,win,1,0
1732,Nate Diaz,Gilbert Rael,win,1,0
1733,Nate Diaz,Tony Juarez,win,1,0
1734,Nate Diaz,Alejandro Garcia,win,1,0
1735,Tebaris Gordon,Greg Hardy,loss,0,1
1736,Kyle Bochniak,Sean Woodson,loss,0,1
1737,Kyle Bochniak,Hakeem Dawodu,loss,0,1
1738,Kyle Bochniak,Zabit Magomedsharipov,loss,0,1
1739,Kyle Bochniak,Brandon Davis,win,1,0
1740,Kyle Bochniak,Jeremy Kennedy,loss,0,1
1741,Kyle Bochniak,Enrique Barzola,win,1,0
1742,Kyle Bochniak,Charles Rosa,loss,0,1
1743,Gilbert Rael,Nate Diaz,loss,0,1
1744,Rafael Rios,Anthony Avila,loss,0,1
1745,Matt Frevola,Arman Tsarukyan,loss,0,1
1746,Matt Frevola,Luis Pena,win,1,0
1747,Matt Frevola,Jalin Turner,win,1,0
1748,Matt Frevola,Lando Vannata,draw,1,1
1749,Matt Frevola,Marco Polo Reyes,loss,0,1
1750,Matt Frevola,Luke Flores,win,1,0
1751,Wilson Gouveia,Alan Belcher,loss,0,1
1752,Wilson Gouveia,Nate Marquardt,loss,0,1
1753,Wilson Gouveia,Jason MacDonald,win,1,0
1754,Wilson Gouveia,Ryan Jensen,win,1,0
1755,Wilson Gouveia,Goran Reljic,loss,0,1
1756,Wilson Gouveia,Jason Lambert,win,1,0
1757,Wilson Gouveia,Carmelo Marrero,win,1,0
1758,Wilson Gouveia,Seth Petruzelli,win,1,0
1759,Wilson Gouveia,Wes Combs,win,1,0
1760,Wilson Gouveia,Keith Jardine,loss,0,1
1761,Brad Imes,Heath Herring,loss,0,1
1762,Brad Imes,Dan Christison,loss,0,1
1763,Brad Imes,Rashad Evans,loss,0,1
1764,Julianna Pena,Sara McMann,win,1,0
1765,Julianna Pena,Germaine de Randamie,loss,0,1
1766,Julianna Pena,Nicco Montano,win,1,0
1767,Julianna Pena,Valentina Shevchenko,loss,0,1
1768,Julianna Pena,Cat Zingano,win,1,0
1769,Julianna Pena,Jessica Eye,win,1,0
1770,Julianna Pena,Milana Dudieva,win,1,0
1771,Julianna Pena,Jessica Rakoczy,win,1,0
1772,Shoji Maruyama,Takeshi Yamazaki,loss,0,1
1773,Steve Hadsel,Taylor Roberts,win,1,0
1774,Luke Zachrich,Daniel Kelly,loss,0,1
1775,Luke Zachrich,Guilherme Vasconcelos,win,1,0
1776,Luke Zachrich,Caio Magalhaes,loss,0,1
1777,Adriano Martins,Kajan Johnson,loss,0,1
1778,Adriano Martins,Leonardo Santos,loss,0,1
1779,Adriano Martins,Islam Makhachev,win,1,0
1780,Adriano Martins,Rustam Khabilov,win,1,0
1781,Adriano Martins,Juan Manuel Puig,win,1,0
1782,Adriano Martins,Donald Cerrone,loss,0,1
1783,Adriano Martins,Daron Cruickshank,win,1,0
1784,Adriano Martins,Jorge Gurgel,win,1,0
1785,Adriano Martins,Keita Nakamura,loss,0,1
1786,Katsunori Kikuno,Diego Brandao,loss,0,1
1787,Katsunori Kikuno,Edimilson Souza,loss,0,1
1788,Katsunori Kikuno,Sam Sicilia,win,1,0
1789,Katsunori Kikuno,Tony Ferguson,loss,0,1
1790,Katsunori Kikuno,Quinn Mulhern,win,1,0
1791,Katsunori Kikuno,Daisuke Nakamura,win,1,0
1792,Katsunori Kikuno,Gesias Cavalcante,loss,0,1
1793,Katsunori Kikuno,Kuniyoshi Hironaka,win,1,0
1794,Katsunori Kikuno,Eddie Alvarez,loss,0,1
1795,Katsunori Kikuno,Andre Amado,win,1,0
1796,Bojan Velickovic,Jake Matthews,loss,0,1
1797,Bojan Velickovic,Darren Till,loss,0,1
1798,Bojan Velickovic,Nicholas Musoke,win,1,0
1799,Bojan Velickovic,Sultan Aliev,loss,0,1
1800,Bojan Velickovic,Michael Graves,draw,1,1
1801,Bojan Velickovic,Alessio Di Chirico,win,1,0
1802,Thomas Longacre,Travis Calanoc,win,1,0
1803,Caol Uno,Takeshi Inoue,loss,0,1
1804,Caol Uno,Akiyo Nishiura,win,1,0
1805,Caol Uno,Kazuyuki Miyata,loss,0,1
1806,Caol Uno,Gleison Tibau,loss,0,1
1807,Caol Uno,Fabricio Camoes,draw,1,1
1808,Caol Uno,Spencer Fisher,loss,0,1
1809,Caol Uno,Shinya Aoki,loss,0,1
1810,Caol Uno,Mitsuhiro Ishida,win,1,0
1811,Caol Uno,Hermes Franca,loss,0,1
1812,Caol Uno,BJ Penn,draw,1,1
1813,Caol Uno,Din Thomas,win,1,0
1814,Caol Uno,Yves Edwards,win,1,0
1815,Caol Uno,BJ Penn,loss,0,1
1816,Caol Uno,Fabiano Iha,win,1,0
1817,Caol Uno,Jens Pulver,loss,0,1
1818,Joe Lauzon,Jonathan Pearce,win,1,0
1819,Joe Lauzon,Chris Gruetzemacher,loss,0,1
1820,Joe Lauzon,Clay Guida,loss,0,1
1821,Joe Lauzon,Stevie Ray,loss,0,1
1822,Joe Lauzon,Marcin Held,win,1,0
1823,Joe Lauzon,Jim Miller,loss,0,1
1824,Joe Lauzon,Diego Sanchez,win,1,0
1825,Joe Lauzon,Evan Dunham,loss,0,1
1826,Joe Lauzon,Takanori Gomi,win,1,0
1827,Joe Lauzon,Al Iaquinta,loss,0,1
1828,Joe Lauzon,Michael Chiesa,win,1,0
1829,Joe Lauzon,Mac Danzig,win,1,0
1830,Joe Lauzon,Michael Johnson,loss,0,1
1831,Joe Lauzon,Jim Miller,loss,0,1
1832,Joe Lauzon,Jamie Varner,win,1,0
1833,Joe Lauzon,Anthony Pettis,loss,0,1
1834,Joe Lauzon,Melvin Guillard,win,1,0
1835,Joe Lauzon,Curt Warburton,win,1,0
