,Fighter,Opponent,Result,Fighters_Win,Opponents_Win
0,Brian Johnston,Dan Bobish,loss,0,1
1,Brian Johnston,Ken Shamrock,loss,0,1
2,Brian Johnston,Mark Coleman,loss,0,1
3,Brian Johnston,Reza Nasri,win,1,0
4,Brian Johnston,Don Frye,loss,0,1
5,Brian Johnston,Scott Fiedler,win,1,0
6,Shamil Gamzatov,Klidson Abreu,win,1,0
7,Mario Bautista,Trevin Jones,loss,0,1
8,Mario Bautista,Miles Johns,win,1,0
9,Mario Bautista,Jin Soo Son,win,1,0
10,Mario Bautista,Cory Sandhagen,loss,0,1
11,Ludovit Klein,Shane Young,win,1,0
12,Pat Benson,Dave Cochran,win,1,0
13,Max Holloway,Calvin Kattar,win,1,0
14,Max Holloway,Alexander Volkanovski,loss,0,1
15,Max Holloway,Alexander Volkanovski,loss,0,1
16,Max Holloway,Frankie Edgar,win,1,0
17,Max Holloway,Dustin Poirier,loss,0,1
18,Max Holloway,Brian Ortega,win,1,0
19,Max Holloway,Jose Aldo,win,1,0
20,Max Holloway,Jose Aldo,win,1,0
21,Max Holloway,Anthony Pettis,win,1,0
22,Max Holloway,Ricardo Lamas,win,1,0
23,Max Holloway,Jeremy Stephens,win,1,0
24,Max Holloway,Charles Oliveira,win,1,0
25,Max Holloway,Cub Swanson,win,1,0
26,Max Holloway,Cole Miller,win,1,0
27,Max Holloway,Akira Corassani,win,1,0
28,Max Holloway,Clay Collard,win,1,0
29,Max Holloway,Andre Fili,win,1,0
30,Max Holloway,Will Chope,win,1,0
31,Max Holloway,Conor McGregor,loss,0,1
32,Max Holloway,Dennis Bermudez,loss,0,1
33,Max Holloway,Leonard Garcia,win,1,0
34,Max Holloway,Justin Lawrence,win,1,0
35,Max Holloway,Pat Schilling,win,1,0
36,Max Holloway,Dustin Poirier,loss,0,1
37,Casey O'Neill,Shana Dobson,win,1,0
38,Charles Oliveira,Tony Ferguson,win,1,0
39,Charles Oliveira,Kevin Lee,win,1,0
40,Charles Oliveira,Jared Gordon,win,1,0
41,Charles Oliveira,Nik Lentz,win,1,0
42,Charles Oliveira,David Teymur,win,1,0
43,Charles Oliveira,Jim Miller,win,1,0
44,Charles Oliveira,Christos Giagos,win,1,0
45,Charles Oliveira,Clay Guida,win,1,0
46,Charles Oliveira,Paul Felder,loss,0,1
47,Charles Oliveira,Will Brooks,win,1,0
48,Charles Oliveira,Ricardo Lamas,loss,0,1
49,Charles Oliveira,Anthony Pettis,loss,0,1
50,Charles Oliveira,Myles Jury,win,1,0
51,Charles Oliveira,Max Holloway,loss,0,1
52,Charles Oliveira,Nik Lentz,win,1,0
53,Charles Oliveira,Jeremy Stephens,win,1,0
54,Charles Oliveira,Hatsu Hioki,win,1,0
55,Charles Oliveira,Andy Ogle,win,1,0
56,Charles Oliveira,Frankie Edgar,loss,0,1
57,Charles Oliveira,Cub Swanson,loss,0,1
58,Charles Oliveira,Jonathan Brookins,win,1,0
59,Charles Oliveira,Eric Wisely,win,1,0
60,Charles Oliveira,Donald Cerrone,loss,0,1
61,Charles Oliveira,Nik Lentz,nc,-1,-1
62,Charles Oliveira,Jim Miller,loss,0,1
63,Charles Oliveira,Efrain Escudero,win,1,0
64,Charles Oliveira,Darren Elkins,win,1,0
65,Hidehiko Hasegawa,Hayato Sakurai,loss,0,1
66,Mairbek Taisumov,Diego Ferreira,loss,0,1
67,Mairbek Taisumov,Desmond Green,win,1,0
68,Mairbek Taisumov,Felipe Silva,win,1,0
69,Mairbek Taisumov,Damir Hadzovic,win,1,0
70,Mairbek Taisumov,Alan Patrick,win,1,0
71,Mairbek Taisumov,Anthony Christodoulou,win,1,0
72,Mairbek Taisumov,Marcin Bandel,win,1,0
73,Mairbek Taisumov,Michel Prazeres,loss,0,1
74,Mairbek Taisumov,Tae Hyun Bang,win,1,0
75,Fabricio Werdum,Alexander Gustafsson,win,1,0
76,Fabricio Werdum,Aleksei Oleinik,loss,0,1
77,Fabricio Werdum,Alexander Volkov,loss,0,1
78,Fabricio Werdum,Marcin Tybura,win,1,0
79,Fabricio Werdum,Walt Harris,win,1,0
80,Fabricio Werdum,Alistair Overeem,loss,0,1
81,Fabricio Werdum,Travis Browne,win,1,0
82,Fabricio Werdum,Stipe Miocic,loss,0,1
83,Fabricio Werdum,Cain Velasquez,win,1,0
84,Fabricio Werdum,Mark Hunt,win,1,0
85,Fabricio Werdum,Travis Browne,win,1,0
86,Fabricio Werdum,Antonio Rodrigo Nogueira,win,1,0
87,Fabricio Werdum,Mike Russow,win,1,0
88,Fabricio Werdum,Roy Nelson,win,1,0
89,Fabricio Werdum,Alistair Overeem,loss,0,1
90,Fabricio Werdum,Fedor Emelianenko,win,1,0
91,Fabricio Werdum,Antonio Silva,win,1,0
92,Fabricio Werdum,Mike Kyle,win,1,0
93,Fabricio Werdum,Junior Dos Santos,loss,0,1
94,Fabricio Werdum,Brandon Vera,win,1,0
95,Fabricio Werdum,Gabriel Gonzaga,win,1,0
96,Fabricio Werdum,Andrei Arlovski,loss,0,1
97,Fabricio Werdum,Aleksander Emelianenko,win,1,0
98,Fabricio Werdum,Antonio Rodrigo Nogueira,loss,0,1
99,Fabricio Werdum,Alistair Overeem,win,1,0
100,Fabricio Werdum,Jon Olav Einemo,win,1,0
101,Fabricio Werdum,Sergei Kharitonov,loss,0,1
102,Fabricio Werdum,Roman Zentsov,win,1,0
103,Fabricio Werdum,Tom Erikson,win,1,0
104,Fabricio Werdum,Ebenezer Fontes Braga,win,1,0
105,Fabricio Werdum,Gabriel Gonzaga,win,1,0
106,Fabricio Werdum,Kristof Midoux,win,1,0
107,Sean Woodson,Julian Erosa,loss,0,1
108,Sean Woodson,Kyle Bochniak,win,1,0
109,Sean Woodson,Terrance McKinney,win,1,0
110,Scott Adams,Ian Freeman,win,1,0
111,Nick Roehrick,Jared Cannonier,loss,0,1
112,Antonio Duarte,Albert Rios,loss,0,1
113,Artur Oumakhanov,Katsuhiko Nagata,loss,0,1
114,Reza Nasri,Brian Johnston,loss,0,1
115,Keith Rockel,Chris Liguori,win,1,0
116,Keith Rockel,Eugene Jackson,loss,0,1
117,Jimmy Flick,Cody Durden,win,1,0
118,Jimmy Flick,Nate Smith,win,1,0
119,Francisco Trinaldo,Jai Herbert,win,1,0
120,Francisco Trinaldo,John Makdessi,win,1,0
121,Francisco Trinaldo,Bobby Green,win,1,0
122,Francisco Trinaldo,Alexander Hernandez,loss,0,1
123,Francisco Trinaldo,Evan Dunham,win,1,0
124,Francisco Trinaldo,James Vick,loss,0,1
125,Francisco Trinaldo,Jim Miller,win,1,0
126,Francisco Trinaldo,Kevin Lee,loss,0,1
127,Francisco Trinaldo,Paul Felder,win,1,0
128,Francisco Trinaldo,Yancy Medeiros,win,1,0
129,Francisco Trinaldo,Ross Pearson,win,1,0
130,Francisco Trinaldo,Chad Laprise,win,1,0
131,Francisco Trinaldo,Norman Parke,win,1,0
132,Francisco Trinaldo,Akbarh Arreola,win,1,0
133,Francisco Trinaldo,Leandro Silva,win,1,0
134,Francisco Trinaldo,Michael Chiesa,loss,0,1
135,Francisco Trinaldo,Jesse Ronson,win,1,0
136,Francisco Trinaldo,Piotr Hallmann,loss,0,1
137,Francisco Trinaldo,Mike Rio,win,1,0
138,Francisco Trinaldo,CJ Keith,win,1,0
139,Francisco Trinaldo,Gleison Tibau,loss,0,1
140,Francisco Trinaldo,Delson Heleno,win,1,0
141,Kevin Natividad,Miles Johns,loss,0,1
142,Rulon Gardner,Hidehiko Yoshida,win,1,0
143,Tim Kennedy,Kelvin Gastelum,loss,0,1
144,Tim Kennedy,Yoel Romero,loss,0,1
145,Tim Kennedy,Michael Bisping,win,1,0
146,Tim Kennedy,Rafael Natal,win,1,0
147,Tim Kennedy,Roger Gracie,win,1,0
148,Tim Kennedy,Trevor Smith,win,1,0
149,Tim Kennedy,Luke Rockhold,loss,0,1
150,Tim Kennedy,Robbie Lawler,win,1,0
151,Tim Kennedy,Melvin Manhoef,win,1,0
152,Tim Kennedy,Jacare Souza,loss,0,1
153,Tim Kennedy,Trevor Prangley,win,1,0
154,Tim Kennedy,Zak Cummings,win,1,0
155,Tim Kennedy,Nick Thompson,win,1,0
156,Tim Kennedy,Mack Brewer,win,1,0
157,Joanne Calderwood,Jessica Eye,win,1,0
158,Joanne Calderwood,Jennifer Maia,loss,0,1
159,Joanne Calderwood,Andrea Lee,win,1,0
160,Joanne Calderwood,Katlyn Chookagian,loss,0,1
161,Joanne Calderwood,Ariane Lipski,win,1,0
162,Joanne Calderwood,Kalindra Faria,win,1,0
163,Joanne Calderwood,Cynthia Calvillo,loss,0,1
164,Joanne Calderwood,Jessica Andrade,loss,0,1
165,Joanne Calderwood,Valerie Letourneau,win,1,0
166,Joanne Calderwood,Cortney Casey,win,1,0
167,Joanne Calderwood,Maryna Moroz,loss,0,1
168,Joanne Calderwood,Seo Hee Ham,win,1,0
169,Anthony Perosh,Gian Villante,loss,0,1
170,Anthony Perosh,Sean O'Connell,loss,0,1
171,Anthony Perosh,Guto Inocente,win,1,0
172,Anthony Perosh,Ryan Bader,loss,0,1
173,Anthony Perosh,Vinny Magalhaes,win,1,0
174,Anthony Perosh,Ryan Jimmo,loss,0,1
175,Anthony Perosh,Nick Penner,win,1,0
176,Anthony Perosh,Cyrille Diabate,win,1,0
177,Anthony Perosh,Tom Blackledge,win,1,0
178,Anthony Perosh,Mirko Filipovic,loss,0,1
179,Anthony Perosh,Christian Wellisch,loss,0,1
180,Anthony Perosh,Jeff Monson,loss,0,1
181,Alex Serdyukov,Johny Hendricks,loss,0,1
182,Alex Serdyukov,Luis Santos,win,1,0
183,Alex Serdyukov,Ryan Stonitsch,win,1,0
184,Alex Serdyukov,John Alessio,loss,0,1
185,Alex Serdyukov,Scott Norton,win,1,0
186,Alex Serdyukov,John Alessio,loss,0,1
187,Jordan Wright,Joaquin Buckley,loss,0,1
188,Jordan Wright,Ike Villanueva,win,1,0
189,Jordan Wright,Anthony Hernandez,nc,-1,-1
190,Gilbert Aldana,Cheick Kongo,loss,0,1
191,Gilbert Aldana,Paul Buentello,loss,0,1
192,Chris Clements,Nordine Taleb,loss,0,1
193,Chris Clements,Vik Grujic,win,1,0
194,Chris Clements,Stephen Thompson,loss,0,1
195,Chris Clements,Matthew Riddle,nc,-1,-1
196,Chris Clements,Keith Wisniewski,win,1,0
197,Jason Lambert,Jason MacDonald,loss,0,1
198,Jason Lambert,Luiz Cane,loss,0,1
199,Jason Lambert,Wilson Gouveia,loss,0,1
200,Jason Lambert,Renato Sobral,win,1,0
201,Jason Lambert,Rashad Evans,loss,0,1
202,Jason Lambert,Branden Lee Hinkle,win,1,0
203,Jason Lambert,Terry Martin,win,1,0
204,Jason Lambert,Rob MacDonald,win,1,0
205,Aleksandar Rakic,Thiago Santos,win,1,0
206,Aleksandar Rakic,Anthony Smith,win,1,0
207,Aleksandar Rakic,Volkan Oezdemir,loss,0,1
208,Aleksandar Rakic,Jimi Manuwa,win,1,0
209,Aleksandar Rakic,Devin Clark,win,1,0
210,Aleksandar Rakic,Justin Ledet,win,1,0
211,Aleksandar Rakic,Francimar Barroso,win,1,0
212,Masanori Tonooka,Yoshihiro Akiyama,loss,0,1
213,Roan Carneiro,Ryan LaFlare,loss,0,1
214,Roan Carneiro,Kenny Robertson,win,1,0
215,Roan Carneiro,Derek Brunson,loss,0,1
216,Roan Carneiro,Mark Munoz,win,1,0
217,Roan Carneiro,Ryo Chonan,loss,0,1
218,Roan Carneiro,Kevin Burns,loss,0,1
219,Roan Carneiro,Tony DeSouza,win,1,0
220,Roan Carneiro,Jon Fitch,loss,0,1
221,Roan Carneiro,Rich Clementi,win,1,0
222,Roan Carneiro,Anderson Silva,loss,0,1
223,Marcin Tybura,Greg Hardy,win,1,0
224,Marcin Tybura,Ben Rothwell,win,1,0
225,Marcin Tybura,Maxim Grishin,win,1,0
226,Marcin Tybura,Serghei Spivac,win,1,0
227,Marcin Tybura,Augusto Sakai,loss,0,1
228,Marcin Tybura,Shamil Abdurakhimov,loss,0,1
229,Marcin Tybura,Stefan Struve,win,1,0
230,Marcin Tybura,Derrick Lewis,loss,0,1
231,Marcin Tybura,Fabricio Werdum,loss,0,1
232,Marcin Tybura,Andrei Arlovski,win,1,0
233,Marcin Tybura,Luis Henrique,win,1,0
234,Marcin Tybura,Viktor Pesta,win,1,0
235,Marcin Tybura,Timothy Johnson,loss,0,1
236,Markus Perez,Dalcha Lungiambula,loss,0,1
237,Markus Perez,Dricus Du Plessis,loss,0,1
238,Markus Perez,Wellington Turman,loss,0,1
239,Markus Perez,Anthony Hernandez,win,1,0
240,Markus Perez,Andrew Sanchez,loss,0,1
241,Markus Perez,James Bochnovic,win,1,0
242,Markus Perez,Eryk Anders,loss,0,1
243,Tonya Evinger,Lina Lansberg,loss,0,1
244,Tonya Evinger,Aspen Ladd,loss,0,1
245,Tonya Evinger,Cristiane Justino,loss,0,1
246,Tonya Evinger,Sara McMann,loss,0,1
247,Tonya Evinger,Gina Carano,loss,0,1
248,Dennis Reed,Rich Franklin,loss,0,1
249,Alan Baudot,Tom Aspinall,loss,0,1
250,John Richard,Rhadi Ferguson,loss,0,1
251,Alex Andrade,Murilo Rua,loss,0,1
252,Alex Andrade,Amaury Bitetti,loss,0,1
253,Dwayne Cason,Mark Kerr,loss,0,1
254,Dwayne Cason,Houston Dorr,win,1,0
255,Dusko Todorovic,Punahele Soriano,loss,0,1
256,Dusko Todorovic,Dequan Townsend,win,1,0
257,Dusko Todorovic,Teddy Ash,win,1,0
258,Travis Wiuff,Muhammed Lawal,loss,0,1
259,Travis Wiuff,James Lee,loss,0,1
260,Travis Wiuff,Renato Sobral,loss,0,1
261,Travis Wiuff,Vladimir Matyushenko,loss,0,1
262,Darrel Gholar,Evan Tanner,loss,0,1
263,Don'Tale Mayes,Roque Martinez,win,1,0
264,Don'Tale Mayes,Rodrigo Nascimento,loss,0,1
265,Don'Tale Mayes,Ciryl Gane,loss,0,1
266,Don'Tale Mayes,Ricardo Prasel,win,1,0
267,Don'Tale Mayes,Mitchell Sipe,win,1,0
268,Don'Tale Mayes,Allen Crowder,loss,0,1
269,Dustin Pague,Kyoji Horiguchi,loss,0,1
270,Dustin Pague,Yves Jabouin,loss,0,1
271,Dustin Pague,Chico Camus,loss,0,1
272,Dustin Pague,Ken Stone,loss,0,1
273,Dustin Pague,Jared Papazian,win,1,0
274,Dustin Pague,John Albert,loss,0,1
275,Danielle Taylor,Zhang Weili,loss,0,1
276,Danielle Taylor,JJ Aldrich,loss,0,1
277,Danielle Taylor,Jessica Penne,win,1,0
278,Danielle Taylor,Seo Hee Ham,win,1,0
279,Danielle Taylor,Maryna Moroz,loss,0,1
280,Marvin Eastman,Drew McFedries,loss,0,1
281,Marvin Eastman,Terry Martin,win,1,0
282,Marvin Eastman,Quinton Jackson,loss,0,1
283,Marvin Eastman,Jorge Oliveira,draw,1,1
284,Marvin Eastman,Travis Lutter,loss,0,1
285,Marvin Eastman,Vitor Belfort,loss,0,1
286,Marvin Eastman,Alex Stiebling,win,1,0
287,Marvin Eastman,Tom Sauer,win,1,0
288,Marvin Eastman,Rich Franklin,loss,0,1
289,Spencer Fisher,Sam Stout,loss,0,1
290,Spencer Fisher,Thiago Tavares,loss,0,1
291,Spencer Fisher,Ross Pearson,loss,0,1
292,Spencer Fisher,Curt Warburton,win,1,0
293,Spencer Fisher,Dennis Siver,loss,0,1
294,Spencer Fisher,Joe Stevenson,loss,0,1
295,Spencer Fisher,Caol Uno,win,1,0
296,Spencer Fisher,Shannon Gugerty,win,1,0
297,Spencer Fisher,Jeremy Stephens,win,1,0
298,Spencer Fisher,Frankie Edgar,loss,0,1
299,Spencer Fisher,Sam Stout,win,1,0
300,Spencer Fisher,Hermes Franca,loss,0,1
301,Spencer Fisher,Dan Lauzon,win,1,0
302,Spencer Fisher,Matt Wiman,win,1,0
303,Spencer Fisher,Sam Stout,loss,0,1
304,Spencer Fisher,Aaron Riley,win,1,0
305,Spencer Fisher,Thiago Alves,win,1,0
306,Emily Whitmire,Polyana Viana,loss,0,1
307,Emily Whitmire,Amanda Ribas,loss,0,1
308,Emily Whitmire,Aleksandra Albu,win,1,0
309,Emily Whitmire,Jamie Moyle,win,1,0
310,Emily Whitmire,Gillian Robertson,loss,0,1
311,John Franchi,Cub Swanson,loss,0,1
312,John Franchi,Manvel Gamburyan,loss,0,1
313,John Franchi,Mike Budnik,win,1,0
314,Takanori Gomi,Dong Hyun Ma,loss,0,1
315,Takanori Gomi,Jon Tuck,loss,0,1
316,Takanori Gomi,Jim Miller,loss,0,1
317,Takanori Gomi,Joe Lauzon,loss,0,1
318,Takanori Gomi,Myles Jury,loss,0,1
319,Takanori Gomi,Isaac Vallie-Flagg,win,1,0
320,Takanori Gomi,Diego Sanchez,loss,0,1
321,Takanori Gomi,Mac Danzig,win,1,0
322,Takanori Gomi,Eiji Mitsuoka,win,1,0
323,Takanori Gomi,Nate Diaz,loss,0,1
324,Takanori Gomi,Clay Guida,loss,0,1
325,Takanori Gomi,Tyson Griffin,win,1,0
326,Takanori Gomi,Kenny Florian,loss,0,1
327,Takanori Gomi,Nick Diaz,nc,-1,-1
328,Takanori Gomi,Mitsuhiro Ishida,win,1,0
329,Takanori Gomi,Marcus Aurelio,win,1,0
330,Takanori Gomi,David Baron,win,1,0
331,Takanori Gomi,Marcus Aurelio,loss,0,1
332,Takanori Gomi,Hayato Sakurai,win,1,0
333,Takanori Gomi,Luiz Azeredo,win,1,0
334,Takanori Gomi,Tatsuya Kawajiri,win,1,0
335,Takanori Gomi,Jean Silva,win,1,0
336,Takanori Gomi,Luiz Azeredo,win,1,0
337,Takanori Gomi,Jens Pulver,win,1,0
338,Takanori Gomi,Charles Bennett,win,1,0
339,Takanori Gomi,Fabio Mello,win,1,0
340,Takanori Gomi,Ralph Gracie,win,1,0
341,Takanori Gomi,Jadson Costa,win,1,0
342,Takanori Gomi,BJ Penn,loss,0,1
343,Rolando Perez,Edgar Cardenas,win,1,0
344,Rolando Perez,Seth Dikun,loss,0,1
345,Rolando Perez,Jose Aldo,loss,0,1
346,Nobuhiro Obiya,Luiz Firmino,loss,0,1
347,Nobuhiro Obiya,Gilbert Melendez,loss,0,1
348,Yoshihiro Takayama,Don Frye,loss,0,1
349,Yoshihiro Takayama,Semmy Schilt,loss,0,1
350,Yoshihiro Takayama,Kazuyuki Fujita,loss,0,1
351,Israel Albuquerque,Anderson Silva,loss,0,1
352,Marco Beltran,Matt Schnell,loss,0,1
353,Marco Beltran,Deiveson Figueiredo,loss,0,1
354,Marco Beltran,Joe Soto,loss,0,1
355,Marco Beltran,Reginaldo Vieira,win,1,0
356,Marco Beltran,Guangyou Ning,win,1,0
357,Marco Beltran,Marlon Vera,win,1,0
358,Sam Alvey,Da-Un Jung,draw,1,1
359,Sam Alvey,Ryan Spann,loss,0,1
360,Sam Alvey,Klidson Abreu,loss,0,1
361,Sam Alvey,Jimmy Crute,loss,0,1
362,Sam Alvey,Rogerio Nogueira,loss,0,1
363,Sam Alvey,Gian Villante,win,1,0
364,Sam Alvey,Marcin Prachnio,win,1,0
365,Sam Alvey,Ramazan Emeev,loss,0,1
366,Sam Alvey,Rashad Evans,win,1,0
367,Sam Alvey,Thales Leites,loss,0,1
368,Sam Alvey,Nate Marquardt,win,1,0
369,Sam Alvey,Alex Nicholson,win,1,0
370,Sam Alvey,Kevin Casey,win,1,0
371,Sam Alvey,Eric Spicely,win,1,0
372,Sam Alvey,Elias Theodorou,loss,0,1
373,Sam Alvey,Derek Brunson,loss,0,1
374,Sam Alvey,Daniel Kelly,win,1,0
375,Sam Alvey,Cezar Ferreira,win,1,0
376,Sam Alvey,Dylan Andrews,win,1,0
377,Sam Alvey,Tom Watson,loss,0,1
378,Carina Damm,Hitomi Akano,loss,0,1
379,Jutaro Nakao,Marcus Aurelio,loss,0,1
380,Jutaro Nakao,Shinya Aoki,win,1,0
381,Jutaro Nakao,Sean Sherk,loss,0,1
382,Jutaro Nakao,Tony DeSouza,win,1,0
383,Brandon Cash,John Devine,loss,0,1
384,Brandon Cash,Shane del Rosario,loss,0,1
385,Lyle Beerbohm,Shinya Aoki,loss,0,1
386,Lyle Beerbohm,Pat Healy,loss,0,1
387,Lyle Beerbohm,Vitor Ribeiro,win,1,0
388,Lyle Beerbohm,Duane Ludwig,win,1,0
389,Lyle Beerbohm,Ray Perales,win,1,0
390,Jocelyn Jones-Lybarger,Nina Nunes,loss,0,1
391,Jocelyn Jones-Lybarger,Randa Markos,loss,0,1
392,Jocelyn Jones-Lybarger,Tecia Torres,loss,0,1
393,Brian Kelleher,Ricky Simon,loss,0,1
394,Brian Kelleher,Ray Rodriguez,win,1,0
395,Brian Kelleher,Cody Stamann,loss,0,1
396,Brian Kelleher,Hunter Azure,win,1,0
397,Brian Kelleher,Ode Osbourne,win,1,0
398,Brian Kelleher,Montel Jackson,loss,0,1
399,Brian Kelleher,John Lineker,loss,0,1
400,Brian Kelleher,Renan Barao,win,1,0
401,Brian Kelleher,Damian Stasiak,win,1,0
402,Brian Kelleher,Marlon Vera,loss,0,1
403,Brian Kelleher,Iuri Alcantara,win,1,0
404,Nina Nunes,Tatiana Suarez,loss,0,1
405,Nina Nunes,Claudia Gadelha,win,1,0
406,Nina Nunes,Randa Markos,win,1,0
407,Nina Nunes,Angela Hill,win,1,0
408,Nina Nunes,Jocelyn Jones-Lybarger,win,1,0
409,Nina Nunes,Justine Kish,loss,0,1
410,Nina Nunes,Juliana Lima,loss,0,1
411,Ray Seraille,Rex Richards,loss,0,1
412,Raou Raou,Bertrand Amoussou,loss,0,1
413,Jonathan Martinez,Davey Grant,loss,0,1
414,Jonathan Martinez,Thomas Almeida,win,1,0
415,Jonathan Martinez,Frankie Saenz,win,1,0
416,Jonathan Martinez,Andre Ewell,loss,0,1
417,Jonathan Martinez,Pingyuan Liu,win,1,0
418,Jonathan Martinez,Wuliji Buren,win,1,0
419,Jonathan Martinez,Andre Soukhamthath,loss,0,1
420,Ibragim Magomedov,Mirko Filipovic,loss,0,1
421,Blagoy Ivanov,Augusto Sakai,loss,0,1
422,Blagoy Ivanov,Derrick Lewis,loss,0,1
423,Blagoy Ivanov,Tai Tuivasa,win,1,0
424,Blagoy Ivanov,Ben Rothwell,win,1,0
425,Blagoy Ivanov,Junior Dos Santos,loss,0,1
426,Nadia Kassem,Ji Yeon Kim,loss,0,1
427,Nadia Kassem,Montana De La Rosa,loss,0,1
428,Nadia Kassem,Alex Chambers,win,1,0
429,Aaron Lanfranco,Thomas Diagne,win,1,0
430,Ian McCall,John Lineker,loss,0,1
431,Ian McCall,Brad Pickett,win,1,0
432,Ian McCall,Iliarde Santos,win,1,0
433,Ian McCall,Joseph Benavidez,loss,0,1
434,Ian McCall,Demetrious Johnson,loss,0,1
435,Ian McCall,Demetrious Johnson,draw,1,1
436,Ian McCall,Dominick Cruz,loss,0,1
437,Ian McCall,Charlie Valencia,loss,0,1
438,Ian McCall,Coty Wheeler,win,1,0
439,Vitor Vianna,Thiago Silva,loss,0,1
440,Bryan Pardoe,Rashad Evans,loss,0,1
441,Bryan Pardoe,Frank Shamrock,loss,0,1
442,Bryan Pardoe,Keith Jardine,loss,0,1
443,Mark Hall,Don Frye,loss,0,1
444,Mark Hall,Felix Lee Mitchell,win,1,0
445,Mark Hall,Don Frye,loss,0,1
446,Mark Hall,Koji Kitao,win,1,0
447,Mark Hall,Trent Jenkins,win,1,0
448,Mark Hall,Paul Varelans,loss,0,1
449,Mark Hall,Harold Howard,win,1,0
450,Eduardo Garagorri,Darren Elkins,loss,0,1
451,Eduardo Garagorri,Ricardo Ramos,loss,0,1
452,Eduardo Garagorri,Humberto Bandenay,win,1,0
453,Wagnney Fabiano,Joseph Benavidez,loss,0,1
454,Wagnney Fabiano,Frank Gomez,win,1,0
455,Wagnney Fabiano,Clint Godfrey,win,1,0
456,Wagnney Fabiano,Mackens Semerzier,loss,0,1
457,Wagnney Fabiano,Fredson Paixao,win,1,0
458,Wagnney Fabiano,Akitoshi Tamura,win,1,0
459,Chris de la Rocha,Juan Adams,loss,0,1
460,Chris de la Rocha,Rashad Coulter,win,1,0
461,Chris de la Rocha,Adam Milstead,loss,0,1
462,Chris de la Rocha,Daniel Omielanczuk,loss,0,1
463,Cung Le,Michael Bisping,loss,0,1
464,Cung Le,Rich Franklin,win,1,0
465,Cung Le,Patrick Cote,win,1,0
466,Cung Le,Wanderlei Silva,loss,0,1
467,Cung Le,Scott Smith,win,1,0
468,Cung Le,Scott Smith,loss,0,1
469,Cung Le,Frank Shamrock,win,1,0
470,Cung Le,Sammy Morgan,win,1,0
471,Cung Le,Tony Fryklund,win,1,0
472,Cung Le,Jason Von Flue,win,1,0
473,Cung Le,Brian Warren,win,1,0
474,Cung Le,Mike Altman,win,1,0
475,Stephen Thompson,Geoff Neal,win,1,0
476,Stephen Thompson,Vicente Luque,win,1,0
477,Stephen Thompson,Anthony Pettis,loss,0,1
478,Stephen Thompson,Darren Till,loss,0,1
479,Stephen Thompson,Jorge Masvidal,win,1,0
480,Stephen Thompson,Tyron Woodley,loss,0,1
481,Stephen Thompson,Tyron Woodley,draw,1,1
482,Stephen Thompson,Rory MacDonald,win,1,0
483,Stephen Thompson,Johny Hendricks,win,1,0
484,Stephen Thompson,Jake Ellenberger,win,1,0
485,Stephen Thompson,Patrick Cote,win,1,0
486,Stephen Thompson,Robert Whittaker,win,1,0
487,Stephen Thompson,Chris Clements,win,1,0
488,Stephen Thompson,Nah-Shon Burrell,win,1,0
489,Stephen Thompson,Matt Brown,loss,0,1
490,Stephen Thompson,Dan Stittgen,win,1,0
491,Jim Wallhead,Luan Chagas,loss,0,1
492,Jim Wallhead,Jessin Ayari,loss,0,1
493,Masakatsu Funaki,Ikuhisa Minowa,win,1,0
494,Masakatsu Funaki,Kiyoshi Tamura,loss,0,1
495,Masakatsu Funaki,Kazushi Sakuraba,loss,0,1
496,Steve Nelmark,David Abbott,loss,0,1
497,Steve Nelmark,Marcus Bossett,win,1,0
498,Steve Nelmark,Tai Bowden,win,1,0
499,Daniel Pineda,Cub Swanson,loss,0,1
500,Daniel Pineda,Herbert Burns,win,1,0
501,Daniel Pineda,Robert Whiteford,loss,0,1
502,Daniel Pineda,Diego Brandao,loss,0,1
503,Daniel Pineda,Justin Lawrence,win,1,0
504,Daniel Pineda,Antonio Carvalho,loss,0,1
505,Daniel Pineda,Mike Brown,loss,0,1
506,Daniel Pineda,Mackens Semerzier,win,1,0
507,Daniel Pineda,Pat Schilling,win,1,0
508,Gil Castillo,Matt Hughes,loss,0,1
509,Gil Castillo,Chris Brennan,win,1,0
510,Gil Castillo,Dave Menne,loss,0,1
511,Noe Hernandez,Chuck Liddell,loss,0,1
512,Tony Fryklund,Cung Le,loss,0,1
513,Tony Fryklund,Duane Ludwig,loss,0,1
514,Tony Fryklund,Anderson Silva,loss,0,1
515,Tony Fryklund,Ivan Salaverry,loss,0,1
516,Tony Fryklund,Rodrigo Ruas,win,1,0
517,Tony Fryklund,Kevin Jackson,loss,0,1
518,Tony Fryklund,Donnie Chappell,win,1,0
519,Joe Camacho,Joe Stevenson,loss,0,1
520,Carlos Ulberg,Kennedy Nzechukwu,loss,0,1
521,Carlos Ulberg,Bruno Oliveira,win,1,0
522,Joe Pearson,Urijah Faber,loss,0,1
523,Joe Pearson,Yoshiro Maeda,win,1,0
524,Antonio Schembri,Ryo Chonan,loss,0,1
525,Antonio Schembri,Kazushi Sakuraba,loss,0,1
526,Antonio Schembri,Kazuhiro Hamanaka,loss,0,1
527,Antonio Schembri,Kazushi Sakuraba,win,1,0
528,Antonio Schembri,Johil de Oliveira,win,1,0
529,Zhang Lipeng,Kajan Johnson,loss,0,1
